edge_id	edge_type	canonical_node_ids_json	raw_node_ids_json	role_map_json	question_id	category	prompt_template_id	source_edge_id	supporting_edge_type	accepted_taxon_key	source_group	source_id	source_record_id	access_date	license	provenance_pointer	allowed_evidence_scope	caveats	confidence	source_reliability	pending_crosswalk	inferred_flag
track6:adversarial_probe_edge:t6_phytochemistry_safety_f9248008e1e8	adversarial_probe_edge	"[""probe_question:t6_phytochemistry_safety_f9248008e1e8"", ""probe_ground_truth:t6_phytochemistry_safety_f9248008e1e8"", ""prompt_template:track6_offline_phytochemistry_safety_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_phytochemistry_safety_f9248008e1e8"", ""probe_ground_truth:t6_phytochemistry_safety_f9248008e1e8"", ""prompt_template:track6_offline_phytochemistry_safety_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""phytochemistry_safety"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_phytochemistry_safety_f9248008e1e8"", ""probe_question"": ""probe_question:t6_phytochemistry_safety_f9248008e1e8"", ""prompt_template"": ""prompt_template:track6_offline_phytochemistry_safety_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""bioactivity_edge:001efc1cb1ade7c4""}"	t6_phytochemistry_safety_f9248008e1e8	phytochemistry_safety	track6_offline_phytochemistry_safety_v1	bioactivity_edge:001efc1cb1ade7c4	bioactivity_assertion		chemodiversity_ethnobotany_sources	Dr. Duke Phytochemical and Ethnobotanical Databases	AGGREGAC:173635	2026-05-17	CC0	Rukunga, G. and Simons, A. J. 2006. The Potential of Plants as a Source of Antimalarial Agents - A Review. Africa Herbal Antimalaria Meeting. PlantaPhile Publications, Berlin. 72 pp.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_phytochemistry_safety_f97c67863ecd	adversarial_probe_edge	"[""probe_question:t6_phytochemistry_safety_f97c67863ecd"", ""probe_ground_truth:t6_phytochemistry_safety_f97c67863ecd"", ""prompt_template:track6_offline_phytochemistry_safety_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_phytochemistry_safety_f97c67863ecd"", ""probe_ground_truth:t6_phytochemistry_safety_f97c67863ecd"", ""prompt_template:track6_offline_phytochemistry_safety_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""phytochemistry_safety"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_phytochemistry_safety_f97c67863ecd"", ""probe_question"": ""probe_question:t6_phytochemistry_safety_f97c67863ecd"", ""prompt_template"": ""prompt_template:track6_offline_phytochemistry_safety_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""bioactivity_edge:0017f51eedf41619""}"	t6_phytochemistry_safety_f97c67863ecd	phytochemistry_safety	track6_offline_phytochemistry_safety_v1	bioactivity_edge:0017f51eedf41619	bioactivity_assertion		chemodiversity_ethnobotany_sources	Dr. Duke Phytochemical and Ethnobotanical Databases	AGGREGAC:169775	2026-05-17	CC0	FT66:142	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_0adb98bddf4b	adversarial_probe_edge	"[""probe_question:t6_region_conditional_0adb98bddf4b"", ""probe_ground_truth:t6_region_conditional_0adb98bddf4b"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_0adb98bddf4b"", ""probe_ground_truth:t6_region_conditional_0adb98bddf4b"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_0adb98bddf4b"", ""probe_question"": ""probe_question:t6_region_conditional_0adb98bddf4b"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:8591509d1029c490833f""}"	t6_region_conditional_0adb98bddf4b	region_conditional	track6_offline_region_conditional_v1	edge:8591509d1029c490833f	cultivation_or_domestication		domestication_sources	curated_breeder_pedigree_literature		2026-05-17	Mixed (per primary paper); factual extracted rows only	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_0c599309246a	adversarial_probe_edge	"[""probe_question:t6_region_conditional_0c599309246a"", ""probe_ground_truth:t6_region_conditional_0c599309246a"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_0c599309246a"", ""probe_ground_truth:t6_region_conditional_0c599309246a"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_0c599309246a"", ""probe_question"": ""probe_question:t6_region_conditional_0c599309246a"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:183786914cea03dfb893""}"	t6_region_conditional_0c599309246a	region_conditional	track6_offline_region_conditional_v1	edge:183786914cea03dfb893	cultivation_or_domestication		domestication_sources	curated_breeder_pedigree_literature		2026-05-17	Mixed (per primary paper); factual extracted rows only	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_0d27bf844032	adversarial_probe_edge	"[""probe_question:t6_region_conditional_0d27bf844032"", ""probe_ground_truth:t6_region_conditional_0d27bf844032"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_0d27bf844032"", ""probe_ground_truth:t6_region_conditional_0d27bf844032"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_0d27bf844032"", ""probe_question"": ""probe_question:t6_region_conditional_0d27bf844032"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:eb998f1e57d8a6817563""}"	t6_region_conditional_0d27bf844032	region_conditional	track6_offline_region_conditional_v1	edge:eb998f1e57d8a6817563	cultivation_or_domestication		domestication_sources	curated_breeder_pedigree_literature		2026-05-17	Mixed (per primary paper); factual extracted rows only	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_0feb9fd42b21	adversarial_probe_edge	"[""probe_question:t6_region_conditional_0feb9fd42b21"", ""probe_ground_truth:t6_region_conditional_0feb9fd42b21"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_0feb9fd42b21"", ""probe_ground_truth:t6_region_conditional_0feb9fd42b21"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_0feb9fd42b21"", ""probe_question"": ""probe_question:t6_region_conditional_0feb9fd42b21"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:1a6844eb928a51ee1314""}"	t6_region_conditional_0feb9fd42b21	region_conditional	track6_offline_region_conditional_v1	edge:1a6844eb928a51ee1314	cultivation_or_domestication		domestication_sources	fao_wiews		2026-05-17	CC-BY (FAO open data)	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_11b924c758d6	adversarial_probe_edge	"[""probe_question:t6_region_conditional_11b924c758d6"", ""probe_ground_truth:t6_region_conditional_11b924c758d6"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_11b924c758d6"", ""probe_ground_truth:t6_region_conditional_11b924c758d6"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_11b924c758d6"", ""probe_question"": ""probe_question:t6_region_conditional_11b924c758d6"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:63e1af9fbd33ddcddd4d""}"	t6_region_conditional_11b924c758d6	region_conditional	track6_offline_region_conditional_v1	edge:63e1af9fbd33ddcddd4d	cultivation_or_domestication		domestication_sources	curated_breeder_pedigree_literature		2026-05-17	Mixed (per primary paper); factual extracted rows only	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_3292e9412443	adversarial_probe_edge	"[""probe_question:t6_region_conditional_3292e9412443"", ""probe_ground_truth:t6_region_conditional_3292e9412443"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_3292e9412443"", ""probe_ground_truth:t6_region_conditional_3292e9412443"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_3292e9412443"", ""probe_question"": ""probe_question:t6_region_conditional_3292e9412443"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:05b3371ff8cb2c0ccf2d""}"	t6_region_conditional_3292e9412443	region_conditional	track6_offline_region_conditional_v1	edge:05b3371ff8cb2c0ccf2d	cultivation_or_domestication		domestication_sources	fao_wiews		2026-05-17	CC-BY (FAO open data)	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_36385cd5f03b	adversarial_probe_edge	"[""probe_question:t6_region_conditional_36385cd5f03b"", ""probe_ground_truth:t6_region_conditional_36385cd5f03b"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_36385cd5f03b"", ""probe_ground_truth:t6_region_conditional_36385cd5f03b"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_36385cd5f03b"", ""probe_question"": ""probe_question:t6_region_conditional_36385cd5f03b"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:df68db581f4e39ebd098""}"	t6_region_conditional_36385cd5f03b	region_conditional	track6_offline_region_conditional_v1	edge:df68db581f4e39ebd098	cultivation_or_domestication		domestication_sources	curated_breeder_pedigree_literature		2026-05-17	Mixed (per primary paper); factual extracted rows only	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_3719cfda8f42	adversarial_probe_edge	"[""probe_question:t6_region_conditional_3719cfda8f42"", ""probe_ground_truth:t6_region_conditional_3719cfda8f42"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_3719cfda8f42"", ""probe_ground_truth:t6_region_conditional_3719cfda8f42"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_3719cfda8f42"", ""probe_question"": ""probe_question:t6_region_conditional_3719cfda8f42"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:63a78667a1c98cd39698""}"	t6_region_conditional_3719cfda8f42	region_conditional	track6_offline_region_conditional_v1	edge:63a78667a1c98cd39698	cultivation_or_domestication		domestication_sources	genesys		2026-05-17	CC-BY (DOI per accession)	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_38752d0a3040	adversarial_probe_edge	"[""probe_question:t6_region_conditional_38752d0a3040"", ""probe_ground_truth:t6_region_conditional_38752d0a3040"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_38752d0a3040"", ""probe_ground_truth:t6_region_conditional_38752d0a3040"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_38752d0a3040"", ""probe_question"": ""probe_question:t6_region_conditional_38752d0a3040"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:b738c2e484e48f6c2b16""}"	t6_region_conditional_38752d0a3040	region_conditional	track6_offline_region_conditional_v1	edge:b738c2e484e48f6c2b16	cultivation_or_domestication		domestication_sources	genesys		2026-05-17	CC-BY (DOI per accession)	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_3dbc43117dac	adversarial_probe_edge	"[""probe_question:t6_region_conditional_3dbc43117dac"", ""probe_ground_truth:t6_region_conditional_3dbc43117dac"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_3dbc43117dac"", ""probe_ground_truth:t6_region_conditional_3dbc43117dac"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_3dbc43117dac"", ""probe_question"": ""probe_question:t6_region_conditional_3dbc43117dac"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:0a0f2cebe8fc17da1336""}"	t6_region_conditional_3dbc43117dac	region_conditional	track6_offline_region_conditional_v1	edge:0a0f2cebe8fc17da1336	cultivation_or_domestication		domestication_sources	fao_wiews		2026-05-17	CC-BY (FAO open data)	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_443bc50d40c1	adversarial_probe_edge	"[""probe_question:t6_region_conditional_443bc50d40c1"", ""probe_ground_truth:t6_region_conditional_443bc50d40c1"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_443bc50d40c1"", ""probe_ground_truth:t6_region_conditional_443bc50d40c1"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_443bc50d40c1"", ""probe_question"": ""probe_question:t6_region_conditional_443bc50d40c1"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:9f004bb31b523e7d35fd""}"	t6_region_conditional_443bc50d40c1	region_conditional	track6_offline_region_conditional_v1	edge:9f004bb31b523e7d35fd	cultivation_or_domestication		domestication_sources	fao_wiews		2026-05-17	CC-BY (FAO open data)	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_4a05844ef8d7	adversarial_probe_edge	"[""probe_question:t6_region_conditional_4a05844ef8d7"", ""probe_ground_truth:t6_region_conditional_4a05844ef8d7"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_4a05844ef8d7"", ""probe_ground_truth:t6_region_conditional_4a05844ef8d7"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_4a05844ef8d7"", ""probe_question"": ""probe_question:t6_region_conditional_4a05844ef8d7"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:b4972b2765f447ef7736""}"	t6_region_conditional_4a05844ef8d7	region_conditional	track6_offline_region_conditional_v1	edge:b4972b2765f447ef7736	cultivation_or_domestication		domestication_sources	genesys		2026-05-17	CC-BY (DOI per accession)	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_4cfcfb70f6ea	adversarial_probe_edge	"[""probe_question:t6_region_conditional_4cfcfb70f6ea"", ""probe_ground_truth:t6_region_conditional_4cfcfb70f6ea"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_4cfcfb70f6ea"", ""probe_ground_truth:t6_region_conditional_4cfcfb70f6ea"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_4cfcfb70f6ea"", ""probe_question"": ""probe_question:t6_region_conditional_4cfcfb70f6ea"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:bc59fd561475a81f83fa""}"	t6_region_conditional_4cfcfb70f6ea	region_conditional	track6_offline_region_conditional_v1	edge:bc59fd561475a81f83fa	cultivation_or_domestication		domestication_sources	genesys		2026-05-17	CC-BY (DOI per accession)	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_52cb361fbe9e	adversarial_probe_edge	"[""probe_question:t6_region_conditional_52cb361fbe9e"", ""probe_ground_truth:t6_region_conditional_52cb361fbe9e"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_52cb361fbe9e"", ""probe_ground_truth:t6_region_conditional_52cb361fbe9e"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_52cb361fbe9e"", ""probe_question"": ""probe_question:t6_region_conditional_52cb361fbe9e"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:43d84ea7efdb16912ea7""}"	t6_region_conditional_52cb361fbe9e	region_conditional	track6_offline_region_conditional_v1	edge:43d84ea7efdb16912ea7	cultivation_or_domestication		domestication_sources	genesys		2026-05-17	CC-BY (DOI per accession)	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_54e3a5e67f3e	adversarial_probe_edge	"[""probe_question:t6_region_conditional_54e3a5e67f3e"", ""probe_ground_truth:t6_region_conditional_54e3a5e67f3e"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_54e3a5e67f3e"", ""probe_ground_truth:t6_region_conditional_54e3a5e67f3e"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_54e3a5e67f3e"", ""probe_question"": ""probe_question:t6_region_conditional_54e3a5e67f3e"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:bd9c07bf639d172c94d2""}"	t6_region_conditional_54e3a5e67f3e	region_conditional	track6_offline_region_conditional_v1	edge:bd9c07bf639d172c94d2	cultivation_or_domestication		domestication_sources	genesys		2026-05-17	CC-BY (DOI per accession)	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_598fb44f98ac	adversarial_probe_edge	"[""probe_question:t6_region_conditional_598fb44f98ac"", ""probe_ground_truth:t6_region_conditional_598fb44f98ac"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_598fb44f98ac"", ""probe_ground_truth:t6_region_conditional_598fb44f98ac"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_598fb44f98ac"", ""probe_question"": ""probe_question:t6_region_conditional_598fb44f98ac"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:044801e32918c7060b8a""}"	t6_region_conditional_598fb44f98ac	region_conditional	track6_offline_region_conditional_v1	edge:044801e32918c7060b8a	cultivation_or_domestication		domestication_sources	curated_breeder_pedigree_literature		2026-05-17	Mixed (per primary paper); factual extracted rows only	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_region_conditional_6c14abfd45bc	adversarial_probe_edge	"[""probe_question:t6_region_conditional_6c14abfd45bc"", ""probe_ground_truth:t6_region_conditional_6c14abfd45bc"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_region_conditional_6c14abfd45bc"", ""probe_ground_truth:t6_region_conditional_6c14abfd45bc"", ""prompt_template:track6_offline_region_conditional_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""region_conditional"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_region_conditional_6c14abfd45bc"", ""probe_question"": ""probe_question:t6_region_conditional_6c14abfd45bc"", ""prompt_template"": ""prompt_template:track6_offline_region_conditional_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""edge:46d8421622acdd7c1c77""}"	t6_region_conditional_6c14abfd45bc	region_conditional	track6_offline_region_conditional_v1	edge:46d8421622acdd7c1c77	cultivation_or_domestication		domestication_sources	genesys		2026-05-17	CC-BY (DOI per accession)	substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
