artifact_path,artifact_type,producing_script,verifier,milestone,evidence_class,upstream_dependencies,production_readiness_impact,known_limitation,exists
data/synthesis_research_agenda.csv,data,scripts/synthesize_research_agenda.py; scripts/plot_synthesis.py,ledger validation and downstream handoff verifier,M-SYNTH-1,derived_synthesis,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/synthesis_claims_register.csv,data,scripts/synthesize_research_agenda.py; scripts/plot_synthesis.py,ledger validation and downstream handoff verifier,M-SYNTH-1,derived_synthesis,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/synthesis_open_risks.csv,data,scripts/synthesize_research_agenda.py; scripts/plot_synthesis.py,ledger validation and downstream handoff verifier,M-SYNTH-1,derived_synthesis,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/synthesis_architecture_matrix.png,figure,scripts/synthesize_research_agenda.py; scripts/plot_synthesis.py,ledger validation and downstream handoff verifier,M-SYNTH-1,derived_synthesis,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/synthesis_agenda_priority.png,figure,scripts/synthesize_research_agenda.py; scripts/plot_synthesis.py,ledger validation and downstream handoff verifier,M-SYNTH-1,derived_synthesis,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/synthesis_claim_risk_map.png,figure,scripts/synthesize_research_agenda.py; scripts/plot_synthesis.py,ledger validation and downstream handoff verifier,M-SYNTH-1,derived_synthesis,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
memory-centric-agentic/experiments/trajectory_reuse_measurement_plan.md,narrative,see milestone ledger event,tests/verify_mexp1_integration.py,M-EXP-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
memory-centric-agentic/experiments/provenance_overhead_measurement_plan.md,narrative,see milestone ledger event,tests/verify_mexp1_integration.py,M-EXP-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
memory-centric-agentic/experiments/cache_durable_risk_measurement_plan.md,narrative,see milestone ledger event,tests/verify_mexp1_integration.py,M-EXP-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/measurement_experiment_specs.csv,data,see milestone ledger event,tests/verify_mexp1_integration.py,M-EXP-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/measurement_required_fields.csv,data,see milestone ledger event,tests/verify_mexp1_integration.py,M-EXP-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/measurement_thresholds.csv,data,see milestone ledger event,tests/verify_mexp1_integration.py,M-EXP-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/measurement_claim_update_matrix.csv,data,see milestone ledger event,tests/verify_mexp1_integration.py,M-EXP-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/measurement_synthetic_probe_results.csv,data,see milestone ledger event,tests/verify_mexp1_integration.py,M-EXP-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
tests/verify_mexp1_integration.py,script_or_test,see milestone ledger event,tests/verify_mexp1_integration.py,M-EXP-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
memory-centric-agentic/energy_economics_contention.md,narrative,scripts/evaluate_energy_economics.py; scripts/plot_energy_economics.py,ledger validation and downstream handoff verifier,M-ENERGY-1,simulated,,never sufficient for production_ready without final production_target gates,Model-backed evidence; production calibration remains external unless stated otherwise.,true
scripts/evaluate_energy_economics.py,script_or_test,scripts/evaluate_energy_economics.py; scripts/plot_energy_economics.py,ledger validation and downstream handoff verifier,M-ENERGY-1,simulated,,never sufficient for production_ready without final production_target gates,Model-backed evidence; production calibration remains external unless stated otherwise.,true
scripts/plot_energy_economics.py,script_or_test,scripts/evaluate_energy_economics.py; scripts/plot_energy_economics.py,ledger validation and downstream handoff verifier,M-ENERGY-1,simulated,,never sufficient for production_ready without final production_target gates,Model-backed evidence; production calibration remains external unless stated otherwise.,true
data/energy_economics_scenarios.csv,data,scripts/evaluate_energy_economics.py; scripts/plot_energy_economics.py,ledger validation and downstream handoff verifier,M-ENERGY-1,simulated,,never sufficient for production_ready without final production_target gates,Model-backed evidence; production calibration remains external unless stated otherwise.,true
data/energy_architecture_sensitivity.csv,data,scripts/evaluate_energy_economics.py; scripts/plot_energy_economics.py,ledger validation and downstream handoff verifier,M-ENERGY-1,simulated,,never sufficient for production_ready without final production_target gates,Model-backed evidence; production calibration remains external unless stated otherwise.,true
data/cxl_contention_thresholds.csv,data,scripts/evaluate_energy_economics.py; scripts/plot_energy_economics.py,ledger validation and downstream handoff verifier,M-ENERGY-1,simulated,,never sufficient for production_ready without final production_target gates,Model-backed evidence; production calibration remains external unless stated otherwise.,true
data/energy_claim_update_matrix.csv,data,scripts/evaluate_energy_economics.py; scripts/plot_energy_economics.py,ledger validation and downstream handoff verifier,M-ENERGY-1,simulated,,never sufficient for production_ready without final production_target gates,Model-backed evidence; production calibration remains external unless stated otherwise.,true
data/energy_measurement_requirements.csv,data,scripts/evaluate_energy_economics.py; scripts/plot_energy_economics.py,ledger validation and downstream handoff verifier,M-ENERGY-1,simulated,,never sufficient for production_ready without final production_target gates,Model-backed evidence; production calibration remains external unless stated otherwise.,true
data/energy_architecture_sensitivity.png,figure,scripts/evaluate_energy_economics.py; scripts/plot_energy_economics.py,ledger validation and downstream handoff verifier,M-ENERGY-1,simulated,,never sufficient for production_ready without final production_target gates,Model-backed evidence; production calibration remains external unless stated otherwise.,true
data/cxl_contention_thresholds.png,figure,scripts/evaluate_energy_economics.py; scripts/plot_energy_economics.py,ledger validation and downstream handoff verifier,M-ENERGY-1,simulated,,never sufficient for production_ready without final production_target gates,Model-backed evidence; production calibration remains external unless stated otherwise.,true
data/energy_claim_update_map.png,figure,scripts/evaluate_energy_economics.py; scripts/plot_energy_economics.py,ledger validation and downstream handoff verifier,M-ENERGY-1,simulated,,never sufficient for production_ready without final production_target gates,Model-backed evidence; production calibration remains external unless stated otherwise.,true
scripts/security_enforcement_replay.py,script_or_test,scripts/security_enforcement_replay.py; scripts/plot_security_enforcement.py,tests/verify_security_enforcement_replay.py,M-SECOPS-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
scripts/plot_security_enforcement.py,script_or_test,scripts/security_enforcement_replay.py; scripts/plot_security_enforcement.py,tests/verify_security_enforcement_replay.py,M-SECOPS-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
tests/verify_security_enforcement_replay.py,script_or_test,scripts/security_enforcement_replay.py; scripts/plot_security_enforcement.py,tests/verify_security_enforcement_replay.py,M-SECOPS-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
memory-centric-agentic/security_telemetry_enforcement.md,narrative,scripts/security_enforcement_replay.py; scripts/plot_security_enforcement.py,tests/verify_security_enforcement_replay.py,M-SECOPS-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/security_trace_v3_events.csv,data,scripts/security_enforcement_replay.py; scripts/plot_security_enforcement.py,tests/verify_security_enforcement_replay.py,M-SECOPS-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/security_enforcement_decisions.csv,data,scripts/security_enforcement_replay.py; scripts/plot_security_enforcement.py,tests/verify_security_enforcement_replay.py,M-SECOPS-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/security_field_ablation_results.csv,data,scripts/security_enforcement_replay.py; scripts/plot_security_enforcement.py,tests/verify_security_enforcement_replay.py,M-SECOPS-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/security_architecture_decision_updates.csv,data,scripts/security_enforcement_replay.py; scripts/plot_security_enforcement.py,tests/verify_security_enforcement_replay.py,M-SECOPS-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/security_invalid_trace_v3_fixtures.csv,data,scripts/security_enforcement_replay.py; scripts/plot_security_enforcement.py,tests/verify_security_enforcement_replay.py,M-SECOPS-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/security_safe_reuse_waterfall.png,figure,scripts/security_enforcement_replay.py; scripts/plot_security_enforcement.py,tests/verify_security_enforcement_replay.py,M-SECOPS-1,validated_artifact,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/security_gate_latency_distribution.png,figure,scripts/security_enforcement_replay.py; scripts/plot_security_enforcement.py,tests/verify_security_enforcement_replay.py,M-SECOPS-1,validated_artifact,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/security_option_update_matrix.png,figure,scripts/security_enforcement_replay.py; scripts/plot_security_enforcement.py,tests/verify_security_enforcement_replay.py,M-SECOPS-1,validated_artifact,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
scripts/constrained_memory_planner.py,script_or_test,scripts/constrained_memory_planner.py; scripts/plot_constrained_memory_planner.py,tests/verify_constrained_memory_planner.py,M-PLAN-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
scripts/plot_constrained_memory_planner.py,script_or_test,scripts/constrained_memory_planner.py; scripts/plot_constrained_memory_planner.py,tests/verify_constrained_memory_planner.py,M-PLAN-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
tests/verify_constrained_memory_planner.py,script_or_test,scripts/constrained_memory_planner.py; scripts/plot_constrained_memory_planner.py,tests/verify_constrained_memory_planner.py,M-PLAN-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
memory-centric-agentic/constrained_memory_planning.md,narrative,scripts/constrained_memory_planner.py; scripts/plot_constrained_memory_planner.py,tests/verify_constrained_memory_planner.py,M-PLAN-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_plan_actions.csv,data,scripts/constrained_memory_planner.py; scripts/plot_constrained_memory_planner.py,tests/verify_constrained_memory_planner.py,M-PLAN-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_plan_workload_summary.csv,data,scripts/constrained_memory_planner.py; scripts/plot_constrained_memory_planner.py,tests/verify_constrained_memory_planner.py,M-PLAN-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_plan_infeasible_cases.csv,data,scripts/constrained_memory_planner.py; scripts/plot_constrained_memory_planner.py,tests/verify_constrained_memory_planner.py,M-PLAN-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_plan_hook_ablation.csv,data,scripts/constrained_memory_planner.py; scripts/plot_constrained_memory_planner.py,tests/verify_constrained_memory_planner.py,M-PLAN-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_plan_constraint_sensitivity.csv,data,scripts/constrained_memory_planner.py; scripts/plot_constrained_memory_planner.py,tests/verify_constrained_memory_planner.py,M-PLAN-1,validated_artifact,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_plan_action_mix.png,figure,scripts/constrained_memory_planner.py; scripts/plot_constrained_memory_planner.py,tests/verify_constrained_memory_planner.py,M-PLAN-1,validated_artifact,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/memory_plan_constraint_breakdown.png,figure,scripts/constrained_memory_planner.py; scripts/plot_constrained_memory_planner.py,tests/verify_constrained_memory_planner.py,M-PLAN-1,validated_artifact,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/memory_plan_option_transitions.png,figure,scripts/constrained_memory_planner.py; scripts/plot_constrained_memory_planner.py,tests/verify_constrained_memory_planner.py,M-PLAN-1,validated_artifact,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
scripts/build_memory_object_abi.py,script_or_test,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
scripts/validate_memory_object_abi.py,script_or_test,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
scripts/plot_memory_object_abi.py,script_or_test,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
tests/verify_memory_object_abi.py,script_or_test,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
memory-centric-agentic/memory_object_abi.md,narrative,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_schema.csv,data,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_object_classes.csv,data,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_lifetime_hints.csv,data,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_security_fields.csv,data,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_examples.jsonl,artifact,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_validation_results.csv,data,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_failure_modes.csv,data,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_planner_boundary.csv,data,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_option_coverage.csv,data,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_coverage.png,figure,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/memory_object_abi_failure_modes.png,figure,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/memory_object_abi_planner_boundary.png,figure,scripts/build_memory_object_abi.py; scripts/validate_memory_object_abi.py; scripts/plot_memory_object_abi.py,tests/verify_memory_object_abi.py,M-ABI-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
scripts/integrate_memory_object_abi.py,script_or_test,scripts/integrate_memory_object_abi.py; scripts/plot_memory_object_abi_integration.py,tests/verify_memory_object_abi_integration.py,M-ABIINT-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
scripts/plot_memory_object_abi_integration.py,script_or_test,scripts/integrate_memory_object_abi.py; scripts/plot_memory_object_abi_integration.py,tests/verify_memory_object_abi_integration.py,M-ABIINT-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
tests/verify_memory_object_abi_integration.py,script_or_test,scripts/integrate_memory_object_abi.py; scripts/plot_memory_object_abi_integration.py,tests/verify_memory_object_abi_integration.py,M-ABIINT-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
memory-centric-agentic/memory_object_abi_integration.md,narrative,scripts/integrate_memory_object_abi.py; scripts/plot_memory_object_abi_integration.py,tests/verify_memory_object_abi_integration.py,M-ABIINT-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_integration_results.csv,data,scripts/integrate_memory_object_abi.py; scripts/plot_memory_object_abi_integration.py,tests/verify_memory_object_abi_integration.py,M-ABIINT-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_runtime_actions.csv,data,scripts/integrate_memory_object_abi.py; scripts/plot_memory_object_abi_integration.py,tests/verify_memory_object_abi_integration.py,M-ABIINT-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_planner_actions.csv,data,scripts/integrate_memory_object_abi.py; scripts/plot_memory_object_abi_integration.py,tests/verify_memory_object_abi_integration.py,M-ABIINT-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_integration_failure_modes.csv,data,scripts/integrate_memory_object_abi.py; scripts/plot_memory_object_abi_integration.py,tests/verify_memory_object_abi_integration.py,M-ABIINT-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_option_boundary.csv,data,scripts/integrate_memory_object_abi.py; scripts/plot_memory_object_abi_integration.py,tests/verify_memory_object_abi_integration.py,M-ABIINT-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/memory_object_abi_integration_actions.png,figure,scripts/integrate_memory_object_abi.py; scripts/plot_memory_object_abi_integration.py,tests/verify_memory_object_abi_integration.py,M-ABIINT-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/memory_object_abi_option_boundary.png,figure,scripts/integrate_memory_object_abi.py; scripts/plot_memory_object_abi_integration.py,tests/verify_memory_object_abi_integration.py,M-ABIINT-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/memory_object_abi_integration_failures.png,figure,scripts/integrate_memory_object_abi.py; scripts/plot_memory_object_abi_integration.py,tests/verify_memory_object_abi_integration.py,M-ABIINT-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
scripts/build_architecture_control_plane_progression.py,script_or_test,scripts/build_architecture_control_plane_progression.py; scripts/plot_architecture_control_plane_progression.py,tests/verify_architecture_control_plane_progression.py,M-ARCHPKG-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
scripts/plot_architecture_control_plane_progression.py,script_or_test,scripts/build_architecture_control_plane_progression.py; scripts/plot_architecture_control_plane_progression.py,tests/verify_architecture_control_plane_progression.py,M-ARCHPKG-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
tests/verify_architecture_control_plane_progression.py,script_or_test,scripts/build_architecture_control_plane_progression.py; scripts/plot_architecture_control_plane_progression.py,tests/verify_architecture_control_plane_progression.py,M-ARCHPKG-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
memory-centric-agentic/architecture_control_plane_progression.md,narrative,scripts/build_architecture_control_plane_progression.py; scripts/plot_architecture_control_plane_progression.py,tests/verify_architecture_control_plane_progression.py,M-ARCHPKG-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
memory-centric-agentic/final_architecture_package.md,narrative,scripts/build_architecture_control_plane_progression.py; scripts/plot_architecture_control_plane_progression.py,tests/verify_architecture_control_plane_progression.py,M-ARCHPKG-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
final_report.md,narrative,scripts/build_architecture_control_plane_progression.py; scripts/plot_architecture_control_plane_progression.py,tests/verify_architecture_control_plane_progression.py,M-ARCHPKG-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/architecture_control_plane_progression.csv,data,scripts/build_architecture_control_plane_progression.py; scripts/plot_architecture_control_plane_progression.py,tests/verify_architecture_control_plane_progression.py,M-ARCHPKG-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/architecture_control_plane_progression.png,figure,scripts/build_architecture_control_plane_progression.py; scripts/plot_architecture_control_plane_progression.py,tests/verify_architecture_control_plane_progression.py,M-ARCHPKG-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
data/handoff_artifact_index.csv,data,scripts/build_architecture_control_plane_progression.py; scripts/plot_architecture_control_plane_progression.py,tests/verify_architecture_control_plane_progression.py,M-ARCHPKG-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/handoff_reproduction_manifest.csv,data,scripts/build_architecture_control_plane_progression.py; scripts/plot_architecture_control_plane_progression.py,tests/verify_architecture_control_plane_progression.py,M-ARCHPKG-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
data/handoff_artifact_dependency_graph.png,figure,scripts/build_architecture_control_plane_progression.py; scripts/plot_architecture_control_plane_progression.py,tests/verify_architecture_control_plane_progression.py,M-ARCHPKG-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,"Figure is a rendered view of co-located CSV outputs, not independent evidence.",true
scripts/build_campaign_handoff.py,script_or_test,scripts/build_architecture_control_plane_progression.py; scripts/plot_architecture_control_plane_progression.py,tests/verify_architecture_control_plane_progression.py,M-ARCHPKG-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
scripts/plot_campaign_handoff.py,script_or_test,scripts/build_architecture_control_plane_progression.py; scripts/plot_architecture_control_plane_progression.py,tests/verify_architecture_control_plane_progression.py,M-ARCHPKG-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
plan_of_record.md,narrative,scripts/build_architecture_control_plane_progression.py; scripts/plot_architecture_control_plane_progression.py,tests/verify_architecture_control_plane_progression.py,M-ARCHPKG-1,synthetic_internal_control_plane,,never sufficient for production_ready without final production_target gates,No independent production endorsement implied by this artifact.,true
scripts/local_dc12_proxy_bench.py,script_or_test,scripts/local_dc12_proxy_bench.py; scripts/apply_dc12_proxy_calibration.py; scripts/plot_dc12_proxy_calibration.py,tests/verify_dc12_proxy_calibration.py,M-DC12-1,host_local_proxy,M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-EXP-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Host-local proxy result; not GPU/HBM/CXL/datacenter production calibration.,true
scripts/apply_dc12_proxy_calibration.py,script_or_test,scripts/local_dc12_proxy_bench.py; scripts/apply_dc12_proxy_calibration.py; scripts/plot_dc12_proxy_calibration.py,tests/verify_dc12_proxy_calibration.py,M-DC12-1,host_local_proxy,M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-EXP-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Host-local proxy result; not GPU/HBM/CXL/datacenter production calibration.,true
scripts/plot_dc12_proxy_calibration.py,script_or_test,scripts/local_dc12_proxy_bench.py; scripts/apply_dc12_proxy_calibration.py; scripts/plot_dc12_proxy_calibration.py,tests/verify_dc12_proxy_calibration.py,M-DC12-1,host_local_proxy,M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-EXP-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Host-local proxy result; not GPU/HBM/CXL/datacenter production calibration.,true
tests/verify_dc12_proxy_calibration.py,script_or_test,scripts/local_dc12_proxy_bench.py; scripts/apply_dc12_proxy_calibration.py; scripts/plot_dc12_proxy_calibration.py,tests/verify_dc12_proxy_calibration.py,M-DC12-1,host_local_proxy,M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-EXP-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Host-local proxy result; not GPU/HBM/CXL/datacenter production calibration.,true
memory-centric-agentic/dc12_local_proxy_calibration.md,narrative,scripts/local_dc12_proxy_bench.py; scripts/apply_dc12_proxy_calibration.py; scripts/plot_dc12_proxy_calibration.py,tests/verify_dc12_proxy_calibration.py,M-DC12-1,host_local_proxy,M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-EXP-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Host-local proxy result; not GPU/HBM/CXL/datacenter production calibration.,true
data/dc12_local_bench_metadata.csv,data,scripts/local_dc12_proxy_bench.py; scripts/apply_dc12_proxy_calibration.py; scripts/plot_dc12_proxy_calibration.py,tests/verify_dc12_proxy_calibration.py,M-DC12-1,host_local_proxy,M-ENERGY-1; M-PLAN-1; M-CALIB-1; M-EXP-1; M-SECOPS-1,never sufficient for production_ready without final production_target gates,Host-local proxy result; not GPU/HBM/CXL/datacenter production calibration.,true
