trace_id,run_id,workload_class,time_step,event_type,object_id,object_class,size_units,tier,parent_object_id,trajectory_node_id,branch_id,provenance_id,reuse_distance,reuse_probability_hint,correctness_sensitive,recompute_cost_hint,loss_cost_hint,durability_horizon,verifier_id,merge_state,source_version,invalidation_signal,evidence_label,tenant_scope,cache_salt,actor_id,replay_authorization_scope,verifier_evidence_hash,retention_hold_state,pointer_valid,validation_gate_ids,validation_decision,validation_lookup_count,validation_queue_wait,validation_start_time,validation_end_time,raw_reuse_credit,evidence_label
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,21,branch_fork,,,,,,code-agent_loop:node:2,code-agent_loop:branch:2,,,,,,,,,forked,synthetic_v2,,synthetic_trace_v3,tenant_code,,actor_code_agent,actor_code_agent,,not_required,false,,not_reuse_candidate,0,0.01,,,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,21,object_place,code-agent_loop:tool_output:1,tool output,70,durable workspace,,code-agent_loop:tool-node:1,code-agent_loop:branch:1,prov:tool:1,,,true,,,170,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,f0e3337daa08a34d,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,not_reuse_candidate,4,0.02,21.001,21.1844,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,21,tool_call_result,code-agent_loop:tool_output:1,tool output,70,durable workspace,,code-agent_loop:tool-node:1,code-agent_loop:branch:1,prov:tool:1,,,true,,,85,,,tool:v1,none,synthetic_trace_v3,tenant_code,f0e3337daa08a34d,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,not_reuse_candidate,4,0.03,21.001,21.1844,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,22,object_create,code-agent_loop:branch_state:2,branch state,76,CPU DRAM,code-agent_loop:KV_cache:1,code-agent_loop:node:2,code-agent_loop:branch:2,prov:code-agent_loop:branch:2,,0.72,true,21,65,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,a07eeebe38d03e11,actor_code_agent,actor_code_agent,,not_required,true,trajectory_lineage; replay_authorization,not_reuse_candidate,2,0.07,22.001,22.20852,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,23,object_place,code-agent_loop:branch_state:2,branch state,65,CPU DRAM,,code-agent_loop:node:2,code-agent_loop:branch:2,prov:code-agent_loop:branch:2,,,true,,,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,a07eeebe38d03e11,actor_code_agent,actor_code_agent,,not_required,true,trajectory_lineage; replay_authorization,not_reuse_candidate,2,0.08,23.001,23.2083,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,23,object_create,code-agent_loop:trajectory_log:2,trajectory log,47,NVMe,code-agent_loop:KV_cache:1,code-agent_loop:node:2,code-agent_loop:branch:2,prov:code-agent_loop:branch:2,,0.72,true,11,35,170,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,90ff1089b4f5a957,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; trajectory_lineage; replay_authorization,not_reuse_candidate,3,0.09,23.001,23.22594,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,23,object_access,code-agent_loop:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,c0e4e61eb260bf8e,actor_code_agent,baseline_runtime,,not_required,true,tenant_isolation,safe_reuse,1,0.0,23.001,23.097,3.15,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,24,object_place,code-agent_loop:trajectory_log:2,trajectory log,35,NVMe,,code-agent_loop:node:2,code-agent_loop:branch:2,prov:code-agent_loop:branch:2,,,true,,,170,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,90ff1089b4f5a957,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; trajectory_lineage; replay_authorization,not_reuse_candidate,3,0.04,24.001,24.2257,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,25,verifier_start,,,,,,code-agent_loop:verify-node:1,code-agent_loop:branch:1,,,,,,,,code-agent_loop:verifier:1,,synthetic_v2,,synthetic_trace_v3,tenant_code,,actor_code_agent,actor_code_agent,,not_required,false,,not_reuse_candidate,0,0.02,,,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,26,object_create,code-agent_loop:verifier_state:1,verifier state,62,CPU DRAM,,code-agent_loop:verify-node:1,code-agent_loop:branch:1,prov:code-agent_loop:verifier:1,,0.72,true,16,50,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,6ee1f68f1b508893,actor_code_agent,actor_code_agent,2a482b58c4ccd6b7,not_required,true,trajectory_lineage; replay_authorization; verifier_evidence_binding,not_reuse_candidate,3,0.06,26.001,26.30624,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,27,object_place,code-agent_loop:verifier_state:1,verifier state,50,CPU DRAM,,code-agent_loop:verify-node:1,code-agent_loop:branch:1,prov:code-agent_loop:verifier:1,,,true,,,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,6ee1f68f1b508893,actor_code_agent,actor_code_agent,2a482b58c4ccd6b7,not_required,true,trajectory_lineage; replay_authorization; verifier_evidence_binding,not_reuse_candidate,3,0.07,27.001,27.306,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,28,object_access,code-agent_loop:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,c0e4e61eb260bf8e,actor_code_agent,baseline_runtime,,not_required,true,tenant_isolation,safe_reuse,1,0.05,28.001,28.097,3.15,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,28,object_access,code-agent_loop:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,e7f872a4bbac0309,actor_code_agent,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,safe_reuse,2,0.06,28.001,28.0974,0.366667,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,28,object_access,code-agent_loop:branch_state:1,branch state,65,CPU DRAM,,,,,14,0.75,true,21,65,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,a07eeebe38d03e11,actor_code_agent,actor_code_agent,,not_required,true,trajectory_lineage; replay_authorization,downgraded_reuse,2,0.03,28.001,28.2083,8.064444,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,28,object_access,code-agent_loop:trajectory_log:1,trajectory log,35,NVMe,,,,,13,0.75,true,11,35,85,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,90ff1089b4f5a957,actor_code_agent,actor_code_agent,,hold_active,false,provenance_presence; trajectory_lineage; replay_authorization,denied_reuse,3,0.04,28.001,28.2257,6.417778,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,28,object_access,code-agent_loop:branch_state:2,branch state,65,CPU DRAM,,,,,5,0.75,true,21,65,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,a07eeebe38d03e11,actor_code_agent,actor_code_agent,,not_required,true,trajectory_lineage; replay_authorization,downgraded_reuse,2,0.05,28.001,28.2083,4.644444,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,28,object_access,code-agent_loop:trajectory_log:2,trajectory log,35,NVMe,,,,,4,0.75,true,11,35,85,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,90ff1089b4f5a957,actor_code_agent,actor_code_agent,,hold_active,false,provenance_presence; trajectory_lineage; replay_authorization,denied_reuse,3,0.06,28.001,28.2257,2.098444,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,28,object_access,code-agent_loop:tool_output:1,tool output,70,durable workspace,,,,,7,0.75,true,23,70,85,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,f0e3337daa08a34d,actor_code_agent,actor_code_agent,,hold_active,false,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,denied_reuse,4,0.04,28.001,28.1844,4.137778,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,28,object_access,code-agent_loop:verifier_state:1,verifier state,50,CPU DRAM,,,,,1,0.75,true,16,50,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,6ee1f68f1b508893,actor_code_agent,actor_code_agent,0705800f02548b0e,not_required,true,trajectory_lineage; replay_authorization; verifier_evidence_binding,downgraded_reuse,3,0.08,28.001,28.306,2.491111,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,30,verifier_result,code-agent_loop:verifier_state:1,verifier state,50,CPU DRAM,,code-agent_loop:verify-node:1,code-agent_loop:branch:1,prov:code-agent_loop:verifier:1,,,true,,130,,code-agent_loop:verifier:1,accepted,verifier:v1,none,synthetic_trace_v3,tenant_code,6ee1f68f1b508893,actor_code_agent,actor_code_agent,d2fbabf1cfbf305e,not_required,true,trajectory_lineage; replay_authorization; verifier_evidence_binding,safe_reuse,3,0.09,30.001,30.306,2.491111,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,30,object_create,code-agent_loop:durable_workspace:1,durable workspace,81,NVMe,,code-agent_loop:workspace-node:1,,prov:workspace:1,,0.72,true,26,80,170,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,cfa1b78a17d7a10b,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; retention_hold_compliance; pointer_recoverability,not_reuse_candidate,3,0.03,30.001,30.27662,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,31,tool_call_start,,,,,,code-agent_loop:tool-node:2,code-agent_loop:branch:2,,,,,,,,,,synthetic_v2,,synthetic_trace_v3,tenant_code,,actor_code_agent,actor_code_agent,,not_required,false,,not_reuse_candidate,0,0.01,,,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,31,object_place,code-agent_loop:durable_workspace:1,durable workspace,80,NVMe,,code-agent_loop:workspace-node:1,,prov:workspace:1,,,true,,,170,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,cfa1b78a17d7a10b,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; retention_hold_compliance; pointer_recoverability,not_reuse_candidate,3,0.05,31.001,31.2766,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,31,workspace_write,code-agent_loop:durable_workspace:1,durable workspace,80,NVMe,,code-agent_loop:workspace-node:1,,prov:workspace:1,,,true,,,170,,,workspace:v1,none,synthetic_trace_v3,tenant_code,cfa1b78a17d7a10b,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; retention_hold_compliance; pointer_recoverability,safe_reuse,3,0.06,31.001,31.2766,3.757778,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,33,object_create,code-agent_loop:tool_output:2,tool output,77,durable workspace,,code-agent_loop:tool-node:2,code-agent_loop:branch:2,prov:tool:2,,0.72,true,23,70,170,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,f0e3337daa08a34d,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,not_reuse_candidate,4,0.04,33.001,33.18454,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,33,object_access,code-agent_loop:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,c0e4e61eb260bf8e,actor_code_agent,baseline_runtime,,not_required,true,tenant_isolation,safe_reuse,1,0.05,33.001,33.097,3.15,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,33,object_access,code-agent_loop:prefix_cache:1,prefix cache,40,CPU DRAM,,,,,15,0.75,false,13,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,f269ea27e9ccd27d,actor_code_agent,actor_code_agent,,not_required,false,source_freshness; tenant_isolation; cache_salt_isolation,safe_reuse,3,0.06,33.001,33.1158,5.444444,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,34,object_place,code-agent_loop:tool_output:2,tool output,70,durable workspace,,code-agent_loop:tool-node:2,code-agent_loop:branch:2,prov:tool:2,,,true,,,170,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,f0e3337daa08a34d,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,not_reuse_candidate,4,0.0,34.001,34.1844,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,34,tool_call_result,code-agent_loop:tool_output:2,tool output,70,durable workspace,,code-agent_loop:tool-node:2,code-agent_loop:branch:2,prov:tool:2,,,true,,,85,,,tool:v1,none,synthetic_trace_v3,tenant_code,f0e3337daa08a34d,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,not_reuse_candidate,4,0.01,34.001,34.1844,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,36,verifier_start,,,,,,code-agent_loop:verify-node:2,code-agent_loop:branch:2,,,,,,,,code-agent_loop:verifier:2,,synthetic_v2,,synthetic_trace_v3,tenant_code,,actor_code_agent,actor_code_agent,,not_required,false,,not_reuse_candidate,0,0.02,,,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,37,object_create,code-agent_loop:verifier_state:2,verifier state,58,CPU DRAM,,code-agent_loop:verify-node:2,code-agent_loop:branch:2,prov:code-agent_loop:verifier:2,,0.72,true,16,50,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,6ee1f68f1b508893,actor_code_agent,actor_code_agent,a446907bdc0ea4fb,not_required,true,trajectory_lineage; replay_authorization; verifier_evidence_binding,not_reuse_candidate,3,0.06,37.001,37.30616,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,38,object_place,code-agent_loop:verifier_state:2,verifier state,50,CPU DRAM,,code-agent_loop:verify-node:2,code-agent_loop:branch:2,prov:code-agent_loop:verifier:2,,,true,,,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,6ee1f68f1b508893,actor_code_agent,actor_code_agent,a446907bdc0ea4fb,not_required,true,trajectory_lineage; replay_authorization; verifier_evidence_binding,not_reuse_candidate,3,0.07,38.001,38.306,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,38,object_access,code-agent_loop:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,c0e4e61eb260bf8e,actor_code_agent,baseline_runtime,,not_required,true,tenant_isolation,safe_reuse,1,0.05,38.001,38.097,3.15,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,38,object_access,code-agent_loop:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,e7f872a4bbac0309,actor_code_agent,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,safe_reuse,2,0.06,38.001,38.0974,0.366667,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,42,verifier_result,code-agent_loop:verifier_state:2,verifier state,50,CPU DRAM,,code-agent_loop:verify-node:2,code-agent_loop:branch:2,prov:code-agent_loop:verifier:2,,,true,,130,,code-agent_loop:verifier:2,rejected,verifier:v1,none,synthetic_trace_v3,tenant_code,6ee1f68f1b508893,actor_code_agent,actor_code_agent,64d8371726a5b256,not_required,true,trajectory_lineage; replay_authorization; verifier_evidence_binding,safe_reuse,3,0.03,42.001,42.306,2.491111,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,42,object_create,code-agent_loop:durable_workspace:2,durable workspace,84,NVMe,,code-agent_loop:workspace-node:2,,prov:workspace:2,,0.72,true,26,80,170,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,cfa1b78a17d7a10b,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; retention_hold_compliance; pointer_recoverability,not_reuse_candidate,3,0.04,42.001,42.27668,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,43,object_place,code-agent_loop:durable_workspace:2,durable workspace,80,NVMe,,code-agent_loop:workspace-node:2,,prov:workspace:2,,,true,,,170,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,cfa1b78a17d7a10b,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; retention_hold_compliance; pointer_recoverability,not_reuse_candidate,3,0.05,43.001,43.2766,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,43,workspace_write,code-agent_loop:durable_workspace:2,durable workspace,90,NVMe,,code-agent_loop:workspace-node:2,,prov:workspace:2,,,true,,,170,,,workspace:v2,none,synthetic_trace_v3,tenant_code,cfa1b78a17d7a10b,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; retention_hold_compliance; pointer_recoverability,safe_reuse,3,0.06,43.001,43.2768,4.18,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,43,object_access,code-agent_loop:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,c0e4e61eb260bf8e,actor_code_agent,baseline_runtime,,not_required,true,tenant_isolation,safe_reuse,1,0.04,43.001,43.097,3.15,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,44,tool_call_start,,,,,,code-agent_loop:tool-node:3,code-agent_loop:branch:1,,,,,,,,,,synthetic_v2,,synthetic_trace_v3,tenant_code,,actor_code_agent,actor_code_agent,,not_required,false,,not_reuse_candidate,0,0.05,,,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,46,object_create,code-agent_loop:tool_output:3,tool output,71,durable workspace,,code-agent_loop:tool-node:3,code-agent_loop:branch:1,prov:tool:3,,0.72,true,23,70,170,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,f0e3337daa08a34d,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,not_reuse_candidate,4,0.06,46.001,46.18442,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,47,object_place,code-agent_loop:tool_output:3,tool output,70,durable workspace,,code-agent_loop:tool-node:3,code-agent_loop:branch:1,prov:tool:3,,,true,,,170,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,f0e3337daa08a34d,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,not_reuse_candidate,4,0.0,47.001,47.1844,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,47,tool_call_result,code-agent_loop:tool_output:3,tool output,70,durable workspace,,code-agent_loop:tool-node:3,code-agent_loop:branch:1,prov:tool:3,,,true,,,85,,,tool:v1,none,synthetic_trace_v3,tenant_code,f0e3337daa08a34d,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,not_reuse_candidate,4,0.01,47.001,47.1844,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,48,object_access,code-agent_loop:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,c0e4e61eb260bf8e,actor_code_agent,baseline_runtime,,not_required,true,tenant_isolation,safe_reuse,1,0.02,48.001,48.097,3.15,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,48,object_access,code-agent_loop:prefix_cache:1,prefix cache,40,CPU DRAM,,,,,15,0.75,false,13,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,f269ea27e9ccd27d,actor_code_agent,actor_code_agent,,not_required,false,source_freshness; tenant_isolation; cache_salt_isolation,safe_reuse,3,0.03,48.001,48.1158,5.444444,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,48,object_access,code-agent_loop:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,e7f872a4bbac0309,actor_code_agent,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,safe_reuse,2,0.04,48.001,48.0974,0.366667,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,48,object_access,code-agent_loop:branch_state:1,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,a07eeebe38d03e11,actor_code_agent,actor_code_agent,,not_required,true,trajectory_lineage; replay_authorization,downgraded_reuse,2,0.08,48.001,48.2083,10.344444,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,48,object_access,code-agent_loop:trajectory_log:1,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,85,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,90ff1089b4f5a957,actor_code_agent,actor_code_agent,,hold_active,false,provenance_presence; trajectory_lineage; replay_authorization,denied_reuse,3,0.09,48.001,48.2257,9.077778,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,48,object_access,code-agent_loop:branch_state:2,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,a07eeebe38d03e11,actor_code_agent,actor_code_agent,,not_required,true,trajectory_lineage; replay_authorization,downgraded_reuse,2,0.03,48.001,48.2083,10.344444,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,48,object_access,code-agent_loop:trajectory_log:2,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,85,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,90ff1089b4f5a957,actor_code_agent,actor_code_agent,,hold_active,false,provenance_presence; trajectory_lineage; replay_authorization,denied_reuse,3,0.04,48.001,48.2257,9.077778,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,48,object_access,code-agent_loop:tool_output:1,tool output,70,durable workspace,,,,,20,0.75,true,23,70,85,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,f0e3337daa08a34d,actor_code_agent,actor_code_agent,,hold_active,false,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,denied_reuse,4,0.02,48.001,48.1844,5.444444,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,48,object_access,code-agent_loop:tool_output:2,tool output,70,durable workspace,,,,,14,0.75,true,23,70,85,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,f0e3337daa08a34d,actor_code_agent,actor_code_agent,,hold_active,false,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,denied_reuse,4,0.03,48.001,48.1844,6.097778,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,48,object_access,code-agent_loop:tool_output:3,tool output,70,durable workspace,,,,,1,0.75,true,23,70,85,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,f0e3337daa08a34d,actor_code_agent,actor_code_agent,,hold_active,false,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,denied_reuse,4,0.04,48.001,48.1844,2.457778,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,48,object_access,code-agent_loop:verifier_state:1,verifier state,50,CPU DRAM,,,,,20,0.75,true,16,50,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,6ee1f68f1b508893,actor_code_agent,actor_code_agent,0705800f02548b0e,not_required,true,trajectory_lineage; replay_authorization; verifier_evidence_binding,downgraded_reuse,3,0.08,48.001,48.306,9.711111,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,48,object_access,code-agent_loop:verifier_state:2,verifier state,50,CPU DRAM,,,,,10,0.75,true,16,50,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,6ee1f68f1b508893,actor_code_agent,actor_code_agent,0705800f02548b0e,not_required,true,trajectory_lineage; replay_authorization; verifier_evidence_binding,downgraded_reuse,3,0.09,48.001,48.306,5.911111,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,48,object_access,code-agent_loop:durable_workspace:1,durable workspace,80,NVMe,,,,,17,0.75,true,26,80,85,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,cfa1b78a17d7a10b,actor_code_agent,actor_code_agent,,hold_active,false,provenance_presence; retention_hold_compliance; pointer_recoverability,denied_reuse,3,0.03,48.001,48.2766,9.837778,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,48,object_access,code-agent_loop:durable_workspace:2,durable workspace,80,NVMe,,,,,5,0.75,true,26,80,85,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,cfa1b78a17d7a10b,actor_code_agent,actor_code_agent,,hold_active,false,provenance_presence; retention_hold_compliance; pointer_recoverability,denied_reuse,3,0.04,48.001,48.2766,5.277778,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,53,object_access,code-agent_loop:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,c0e4e61eb260bf8e,actor_code_agent,baseline_runtime,,not_required,true,tenant_isolation,safe_reuse,1,0.02,53.001,53.097,3.15,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,54,object_create,code-agent_loop:durable_workspace:3,durable workspace,91,NVMe,,code-agent_loop:workspace-node:3,,prov:workspace:3,,0.72,true,26,80,170,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,cfa1b78a17d7a10b,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; retention_hold_compliance; pointer_recoverability,not_reuse_candidate,3,0.06,54.001,54.27682,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,55,object_place,code-agent_loop:durable_workspace:3,durable workspace,80,NVMe,,code-agent_loop:workspace-node:3,,prov:workspace:3,,,true,,,170,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,cfa1b78a17d7a10b,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; retention_hold_compliance; pointer_recoverability,not_reuse_candidate,3,0.07,55.001,55.2766,0.0,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,55,workspace_write,code-agent_loop:durable_workspace:3,durable workspace,100,NVMe,,code-agent_loop:workspace-node:3,,prov:workspace:3,,,true,,,170,,,workspace:v3,none,synthetic_trace_v3,tenant_code,cfa1b78a17d7a10b,actor_code_agent,actor_code_agent,,hold_active,true,provenance_presence; retention_hold_compliance; pointer_recoverability,safe_reuse,3,0.08,55.001,55.277,4.602222,synthetic_trace_v3
trace-v2-code-agent_loop,code-agent_loop,code-agent loop,58,object_access,code-agent_loop:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_code,c0e4e61eb260bf8e,actor_code_agent,baseline_runtime,,not_required,true,tenant_isolation,safe_reuse,1,0.06,58.001,58.097,3.15,synthetic_trace_v3
