L,variant,weight_scheme,n_power,coefficient_order,aggregate_coefficient,tv_stratum,m7_bound_proxy,weighted_stratum_bound_proxy,empirical_ratio,notes
3,rank_two_noncyclic_remainder,weight_length_inverse,1,4,1.55555555556,26.8888888889,6561,176418,8.81744241268e-06,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,rank_two_noncyclic_remainder,weight_unweighted,1,1,-72,72,9,648,0.111111111111,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,rank_two_noncyclic_remainder,weight_unweighted,1,2,-56,72,81,5832,0.00960219478738,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,rank_two_noncyclic_remainder,weight_unweighted,1,3,-24,72,729,52488,0.000457247370828,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,rank_two_noncyclic_remainder,weight_unweighted,1,4,40,72,6561,472392,8.46754390422e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,1,-5.30258840963,11.4728214144,9,103.25539273,0.0513541062549,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,2,-4.50599531574,11.4728214144,81,929.298534566,0.00484881353853,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,3,-2.91280912797,11.4728214144,729,8363.6868111,0.000348268555932,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,4,0.273563247571,11.4728214144,6561,75273.1812999,3.63427243072e-06,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,signed_diagonal_subtracted_proxy,weight_length_inverse,1,1,-10.8888888889,26.8888888889,9,242,0.0449954086318,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,signed_diagonal_subtracted_proxy,weight_length_inverse,1,2,-9.11111111111,26.8888888889,81,2178,0.00418324660749,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,signed_diagonal_subtracted_proxy,weight_length_inverse,1,3,-5.55555555556,26.8888888889,729,19602,0.000283417791835,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,signed_diagonal_subtracted_proxy,weight_length_inverse,1,4,1.55555555556,26.8888888889,6561,176418,8.81744241268e-06,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,signed_diagonal_subtracted_proxy,weight_unweighted,1,1,-72,72,9,648,0.111111111111,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,signed_diagonal_subtracted_proxy,weight_unweighted,1,2,-56,72,81,5832,0.00960219478738,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,signed_diagonal_subtracted_proxy,weight_unweighted,1,3,-24,72,729,52488,0.000457247370828,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
3,signed_diagonal_subtracted_proxy,weight_unweighted,1,4,40,72,6561,472392,8.46754390422e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_exp_decay_theta_0_5,0,1,0,2.94303552937,16,47.0885684699,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_exp_decay_theta_0_5,0,2,0,2.94303552937,256,753.417095519,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_exp_decay_theta_0_5,0,3,0,2.94303552937,4096,12054.6735283,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_exp_decay_theta_0_5,0,4,0,2.94303552937,65536,192874.776453,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_exp_decay_theta_0_5,1,1,-11.9100424998,14.2124577321,16,227.399323714,0.0523750128422,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_exp_decay_theta_0_5,1,2,-5.57704859741,14.2124577321,256,3638.38917942,0.00153283453814,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_exp_decay_theta_0_5,1,3,6.20978854074,14.2124577321,4096,58214.2268707,0.000106671322021,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_exp_decay_theta_0_5,1,4,27.1460108171,14.2124577321,65536,931427.629931,2.91445196006e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_length_inverse,0,1,0,8,16,128,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_length_inverse,0,2,0,8,256,2048,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_length_inverse,0,3,0,8,4096,32768,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_length_inverse,0,4,0,8,65536,524288,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_length_inverse,1,1,-29.3888888889,34.7222222222,16,555.555555555,0.0529000000001,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_length_inverse,1,2,-10.6111111111,34.7222222222,256,8888.88888888,0.00119375,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_length_inverse,1,3,23.9444444444,34.7222222222,4096,142222.222222,0.000168359375,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_length_inverse,1,4,84.0555555556,34.7222222222,65536,2275555.55555,3.69384765625e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_unweighted,0,1,0,8,16,128,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_unweighted,0,2,0,8,256,2048,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_unweighted,0,3,0,8,4096,32768,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_unweighted,0,4,0,8,65536,524288,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_unweighted,1,1,-288,128,16,2048,0.140625,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_unweighted,1,2,-32,128,256,32768,0.0009765625,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_unweighted,1,3,432,128,4096,524288,0.000823974609375,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,all_conflict_free,weight_unweighted,1,4,1216,128,65536,8388608,0.000144958496094,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,1,0,2.94303552937,16,47.0885684699,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,2,0,2.94303552937,256,753.417095519,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,3,0,2.94303552937,4096,12054.6735283,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,4,0,2.94303552937,65536,192874.776453,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,diagonal_cyclic_only,weight_length_inverse,0,1,0,8,16,128,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,diagonal_cyclic_only,weight_length_inverse,0,2,0,8,256,2048,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,diagonal_cyclic_only,weight_length_inverse,0,3,0,8,4096,32768,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,diagonal_cyclic_only,weight_length_inverse,0,4,0,8,65536,524288,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,diagonal_cyclic_only,weight_unweighted,0,1,0,8,16,128,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,diagonal_cyclic_only,weight_unweighted,0,2,0,8,256,2048,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,diagonal_cyclic_only,weight_unweighted,0,3,0,8,4096,32768,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,diagonal_cyclic_only,weight_unweighted,0,4,0,8,65536,524288,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,1,-11.9100424998,14.2124577321,16,227.399323714,0.0523750128422,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,2,-5.57704859741,14.2124577321,256,3638.38917942,0.00153283453814,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,3,6.20978854074,14.2124577321,4096,58214.2268707,0.000106671322021,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,4,27.1460108171,14.2124577321,65536,931427.629931,2.91445196006e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,rank_two_noncyclic_remainder,weight_length_inverse,1,1,-29.3888888889,34.7222222222,16,555.555555555,0.0529000000001,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,rank_two_noncyclic_remainder,weight_length_inverse,1,2,-10.6111111111,34.7222222222,256,8888.88888888,0.00119375,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,rank_two_noncyclic_remainder,weight_length_inverse,1,3,23.9444444444,34.7222222222,4096,142222.222222,0.000168359375,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,rank_two_noncyclic_remainder,weight_length_inverse,1,4,84.0555555556,34.7222222222,65536,2275555.55555,3.69384765625e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,rank_two_noncyclic_remainder,weight_unweighted,1,1,-288,128,16,2048,0.140625,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,rank_two_noncyclic_remainder,weight_unweighted,1,2,-32,128,256,32768,0.0009765625,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,rank_two_noncyclic_remainder,weight_unweighted,1,3,432,128,4096,524288,0.000823974609375,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,rank_two_noncyclic_remainder,weight_unweighted,1,4,1216,128,65536,8388608,0.000144958496094,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,1,-11.9100424998,14.2124577321,16,227.399323714,0.0523750128422,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,2,-5.57704859741,14.2124577321,256,3638.38917942,0.00153283453814,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,3,6.20978854074,14.2124577321,4096,58214.2268707,0.000106671322021,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,4,27.1460108171,14.2124577321,65536,931427.629931,2.91445196006e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,signed_diagonal_subtracted_proxy,weight_length_inverse,1,1,-29.3888888889,34.7222222222,16,555.555555555,0.0529000000001,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,signed_diagonal_subtracted_proxy,weight_length_inverse,1,2,-10.6111111111,34.7222222222,256,8888.88888888,0.00119375,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,signed_diagonal_subtracted_proxy,weight_length_inverse,1,3,23.9444444444,34.7222222222,4096,142222.222222,0.000168359375,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,signed_diagonal_subtracted_proxy,weight_length_inverse,1,4,84.0555555556,34.7222222222,65536,2275555.55555,3.69384765625e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,signed_diagonal_subtracted_proxy,weight_unweighted,1,1,-288,128,16,2048,0.140625,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,signed_diagonal_subtracted_proxy,weight_unweighted,1,2,-32,128,256,32768,0.0009765625,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,signed_diagonal_subtracted_proxy,weight_unweighted,1,3,432,128,4096,524288,0.000823974609375,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
4,signed_diagonal_subtracted_proxy,weight_unweighted,1,4,1216,128,65536,8388608,0.000144958496094,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_exp_decay_theta_0_5,0,1,0,2.94303552937,25,73.5758882343,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_exp_decay_theta_0_5,0,2,0,2.94303552937,625,1839.39720586,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_exp_decay_theta_0_5,0,3,0,2.94303552937,15625,45984.9301464,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_exp_decay_theta_0_5,0,4,0,2.94303552937,390625,1149623.25366,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_exp_decay_theta_0_5,1,1,-19.1824613678,16.0169067036,25,400.42266759,0.0479055331289,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_exp_decay_theta_0_5,1,2,0.946974678714,16.0169067036,625,10010.5666897,9.45975096179e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_exp_decay_theta_0_5,1,3,30.8860981392,16.0169067036,15625,250264.167244,0.000123413984828,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_exp_decay_theta_0_5,1,4,61.0987849859,16.0169067036,390625,6256604.18109,9.76548671091e-06,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_length_inverse,0,1,0,8,25,200,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_length_inverse,0,2,0,8,625,5000,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_length_inverse,0,3,0,8,15625,125000,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_length_inverse,0,4,0,8,390625,3125000,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_length_inverse,1,1,-59.0422222222,41.7088888889,25,1042.72222222,0.0566231552027,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_length_inverse,1,2,24.3755555556,41.7088888889,625,26068.0555556,0.000935073791892,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_length_inverse,1,3,138.291111111,41.7088888889,15625,651701.388889,0.000212200117214,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_length_inverse,1,4,215.042222222,41.7088888889,390625,16292534.7222,1.31988193297e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_unweighted,0,1,0,8,25,200,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_unweighted,0,2,0,8,625,5000,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_unweighted,0,3,0,8,15625,125000,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_unweighted,0,4,0,8,390625,3125000,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_unweighted,1,1,-800,200,25,5000,0.16,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_unweighted,1,2,800,200,625,125000,0.0064,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_unweighted,1,3,2800,200,15625,3125000,0.000896,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,all_conflict_free,weight_unweighted,1,4,3392,200,390625,78125000,4.34176e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,1,0,2.94303552937,25,73.5758882343,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,2,0,2.94303552937,625,1839.39720586,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,3,0,2.94303552937,15625,45984.9301464,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,4,0,2.94303552937,390625,1149623.25366,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,diagonal_cyclic_only,weight_length_inverse,0,1,0,8,25,200,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,diagonal_cyclic_only,weight_length_inverse,0,2,0,8,625,5000,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,diagonal_cyclic_only,weight_length_inverse,0,3,0,8,15625,125000,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,diagonal_cyclic_only,weight_length_inverse,0,4,0,8,390625,3125000,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,diagonal_cyclic_only,weight_unweighted,0,1,0,8,25,200,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,diagonal_cyclic_only,weight_unweighted,0,2,0,8,625,5000,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,diagonal_cyclic_only,weight_unweighted,0,3,0,8,15625,125000,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,diagonal_cyclic_only,weight_unweighted,0,4,0,8,390625,3125000,0,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,1,-19.1824613678,16.0169067036,25,400.42266759,0.0479055331289,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,2,0.946974678714,16.0169067036,625,10010.5666897,9.45975096179e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,3,30.8860981392,16.0169067036,15625,250264.167244,0.000123413984828,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,4,61.0987849859,16.0169067036,390625,6256604.18109,9.76548671091e-06,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,rank_two_noncyclic_remainder,weight_length_inverse,1,1,-59.0422222222,41.7088888889,25,1042.72222222,0.0566231552027,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,rank_two_noncyclic_remainder,weight_length_inverse,1,2,24.3755555556,41.7088888889,625,26068.0555556,0.000935073791892,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,rank_two_noncyclic_remainder,weight_length_inverse,1,3,138.291111111,41.7088888889,15625,651701.388889,0.000212200117214,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,rank_two_noncyclic_remainder,weight_length_inverse,1,4,215.042222222,41.7088888889,390625,16292534.7222,1.31988193297e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,rank_two_noncyclic_remainder,weight_unweighted,1,1,-800,200,25,5000,0.16,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,rank_two_noncyclic_remainder,weight_unweighted,1,2,800,200,625,125000,0.0064,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,rank_two_noncyclic_remainder,weight_unweighted,1,3,2800,200,15625,3125000,0.000896,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,rank_two_noncyclic_remainder,weight_unweighted,1,4,3392,200,390625,78125000,4.34176e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,1,-19.1824613678,16.0169067036,25,400.42266759,0.0479055331289,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,2,0.946974678714,16.0169067036,625,10010.5666897,9.45975096179e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,3,30.8860981392,16.0169067036,15625,250264.167244,0.000123413984828,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,4,61.0987849859,16.0169067036,390625,6256604.18109,9.76548671091e-06,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,1,-59.0422222222,41.7088888889,25,1042.72222222,0.0566231552027,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,2,24.3755555556,41.7088888889,625,26068.0555556,0.000935073791892,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,3,138.291111111,41.7088888889,15625,651701.388889,0.000212200117214,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,4,215.042222222,41.7088888889,390625,16292534.7222,1.31988193297e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,signed_diagonal_subtracted_proxy,weight_unweighted,1,1,-800,200,25,5000,0.16,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,signed_diagonal_subtracted_proxy,weight_unweighted,1,2,800,200,625,125000,0.0064,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,signed_diagonal_subtracted_proxy,weight_unweighted,1,3,2800,200,15625,3125000,0.000896,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
5,signed_diagonal_subtracted_proxy,weight_unweighted,1,4,3392,200,390625,78125000,4.34176e-05,"ratio uses max(1, L^(2k) TV_{L,d}) to keep zero-TV strata finite"
