family,L,V,constraint_counts,order,coefficient,abs_coefficient,derivative_at_zero,coefficient_l1_norm_order_leq_8,nearest_singularity_scale,normalized_expression_n,description
rank4_delocalization_toy_s3,10,37,10;10;10;10,3,-15615990,15615990,-93695940,8392513373949925,1/36,n^(3)*(n)_37/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,10,37,10;10;10;10,4,1530585801,1530585801,36734059224,8392513373949925,1/36,n^(3)*(n)_37/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,10,37,10;10;10;10,5,-110174084766,110174084766,-13220890171920,8392513373949925,1/36,n^(3)*(n)_37/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,10,37,10;10;10;10,6,6006467364885,6006467364885,4324656502717200,8392513373949925,1/36,n^(3)*(n)_37/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,10,37,10;10;10;10,7,-251772243172830,251772243172830,-1268932105591063200,8392513373949925,1/36,n^(3)*(n)_37/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,10,37,10;10;10;10,8,8134622943014601,8134622943014601,327987997062348712320,8392513373949925,1/36,n^(3)*(n)_37/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s4,10,36,10;10;10;10,0,1,1,1,3677853826172053,1/35,n^(4)*(n)_36/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,10,36,10;10;10;10,1,-450,450,-450,3677853826172053,1/35,n^(4)*(n)_36/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,10,36,10;10;10;10,2,94365,94365,188730,3677853826172053,1/35,n^(4)*(n)_36/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,10,36,10;10;10;10,3,-12218850,12218850,-73313100,3677853826172053,1/35,n^(4)*(n)_36/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,10,36,10;10;10;10,4,1090707201,1090707201,26176972824,3677853826172053,1/35,n^(4)*(n)_36/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,10,36,10;10;10;10,5,-70908625530,70908625530,-8509035063600,3677853826172053,1/35,n^(4)*(n)_36/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,10,36,10;10;10;10,6,3453756845805,3453756845805,2486704928979600,3677853826172053,1/35,n^(4)*(n)_36/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,10,36,10;10;10;10,7,-127436996723850,127436996723850,-642282463488204000,3677853826172053,1/35,n^(4)*(n)_36/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,10,36,10;10;10;10,8,3546891060956001,3546891060956001,143010647577745960320,3677853826172053,1/35,n^(4)*(n)_36/((n)_10*(n)_10*(n)_10*(n)_10),four-label fourth-moment toy profile with fixed deficit s=4
single_label_cycle_profile,11,11,11,0,1,1,1,1,,n^(0)*(n)_11/((n)_11),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,11,11,11,1,0,0,0,1,,n^(0)*(n)_11/((n)_11),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,11,11,11,2,0,0,0,1,,n^(0)*(n)_11/((n)_11),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,11,11,11,3,0,0,0,1,,n^(0)*(n)_11/((n)_11),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,11,11,11,4,0,0,0,1,,n^(0)*(n)_11/((n)_11),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,11,11,11,5,0,0,0,1,,n^(0)*(n)_11/((n)_11),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,11,11,11,6,0,0,0,1,,n^(0)*(n)_11/((n)_11),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,11,11,11,7,0,0,0,1,,n^(0)*(n)_11/((n)_11),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,11,11,11,8,0,0,0,1,,n^(0)*(n)_11/((n)_11),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_path_profile,11,12,11,0,1,1,1,12,1/11,n^(-1)*(n)_12/((n)_11),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,11,12,11,1,-11,11,-11,12,1/11,n^(-1)*(n)_12/((n)_11),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,11,12,11,2,0,0,0,12,1/11,n^(-1)*(n)_12/((n)_11),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,11,12,11,3,0,0,0,12,1/11,n^(-1)*(n)_12/((n)_11),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,11,12,11,4,0,0,0,12,1/11,n^(-1)*(n)_12/((n)_11),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,11,12,11,5,0,0,0,12,1/11,n^(-1)*(n)_12/((n)_11),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,11,12,11,6,0,0,0,12,1/11,n^(-1)*(n)_12/((n)_11),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,11,12,11,7,0,0,0,12,1/11,n^(-1)*(n)_12/((n)_11),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,11,12,11,8,0,0,0,12,1/11,n^(-1)*(n)_12/((n)_11),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
rank2_balanced_profile,11,21,11;11,0,1,1,1,362321371,1/20,n^(1)*(n)_21/((n)_11*(n)_11),two length-L labels sharing one vertex
rank2_balanced_profile,11,21,11;11,1,-100,100,-100,362321371,1/20,n^(1)*(n)_21/((n)_11*(n)_11),two length-L labels sharing one vertex
rank2_balanced_profile,11,21,11;11,2,3950,3950,7900,362321371,1/20,n^(1)*(n)_21/((n)_11*(n)_11),two length-L labels sharing one vertex
rank2_balanced_profile,11,21,11;11,3,-74350,74350,-446100,362321371,1/20,n^(1)*(n)_21/((n)_11*(n)_11),two length-L labels sharing one vertex
rank2_balanced_profile,11,21,11;11,4,568250,568250,13638000,362321371,1/20,n^(1)*(n)_21/((n)_11*(n)_11),two length-L labels sharing one vertex
rank2_balanced_profile,11,21,11;11,5,864170,864170,103700400,362321371,1/20,n^(1)*(n)_21/((n)_11*(n)_11),two length-L labels sharing one vertex
rank2_balanced_profile,11,21,11;11,6,-21409750,21409750,-15415020000,362321371,1/20,n^(1)*(n)_21/((n)_11*(n)_11),two length-L labels sharing one vertex
rank2_balanced_profile,11,21,11;11,7,-127962550,127962550,-644931252000,362321371,1/20,n^(1)*(n)_21/((n)_11*(n)_11),two length-L labels sharing one vertex
rank2_balanced_profile,11,21,11;11,8,211438250,211438250,8525190240000,362321371,1/20,n^(1)*(n)_21/((n)_11*(n)_11),two length-L labels sharing one vertex
rank2_deficit_k2,11,20,11;11,0,1,1,1,644556151,1/19,n^(2)*(n)_20/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,11,20,11;11,1,-80,80,-80,644556151,1/19,n^(2)*(n)_20/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,11,20,11;11,2,2350,2350,4700,644556151,1/19,n^(2)*(n)_20/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,11,20,11;11,3,-27350,27350,-164100,644556151,1/19,n^(2)*(n)_20/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,11,20,11;11,4,21250,21250,510000,644556151,1/19,n^(2)*(n)_20/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,11,20,11;11,5,1289170,1289170,154700400,644556151,1/19,n^(2)*(n)_20/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,11,20,11;11,6,4373650,4373650,3149028000,644556151,1/19,n^(2)*(n)_20/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,11,20,11;11,7,-40489550,40489550,-204067332000,644556151,1/19,n^(2)*(n)_20/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,11,20,11;11,8,-598352750,598352750,-24125582880000,644556151,1/19,n^(2)*(n)_20/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k3,11,19,11;11,0,1,1,1,176060405,1/18,n^(3)*(n)_19/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,11,19,11;11,1,-61,61,-61,176060405,1/18,n^(3)*(n)_19/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,11,19,11;11,2,1191,1191,2382,176060405,1/18,n^(3)*(n)_19/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,11,19,11;11,3,-4721,4721,-28326,176060405,1/18,n^(3)*(n)_19/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,11,19,11;11,4,-68449,68449,-1642776,176060405,1/18,n^(3)*(n)_19/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,11,19,11;11,5,-11361,11361,-1363320,176060405,1/18,n^(3)*(n)_19/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,11,19,11;11,6,4157791,4157791,2993609520,176060405,1/18,n^(3)*(n)_19/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,11,19,11;11,7,38508479,38508479,194082734160,176060405,1/18,n^(3)*(n)_19/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,11,19,11;11,8,133308351,133308351,5374992712320,176060405,1/18,n^(3)*(n)_19/((n)_11*(n)_11),two length-L labels with fixed vertex deficit k=3
rank4_delocalization_toy_s3,11,41,11;11;11;11,0,1,1,1,60314652949611681,1/40,n^(3)*(n)_41/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,11,41,11;11;11;11,1,-600,600,-600,60314652949611681,1/40,n^(3)*(n)_41/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,11,41,11;11;11;11,2,169700,169700,339400,60314652949611681,1/40,n^(3)*(n)_41/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,11,41,11;11;11;11,3,-30040100,30040100,-180240600,60314652949611681,1/40,n^(3)*(n)_41/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,11,41,11;11;11;11,4,3725685000,3725685000,89416440000,60314652949611681,1/40,n^(3)*(n)_41/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,11,41,11;11;11;11,5,-343272779980,343272779980,-41192733597600,60314652949611681,1/40,n^(3)*(n)_41/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,11,41,11;11;11;11,6,24297645328000,24297645328000,17494304636160000,60314652949611681,1/40,n^(3)*(n)_41/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,11,41,11;11;11;11,7,-1346591696715300,1346591696715300,-6786822151445112000,60314652949611681,1/40,n^(3)*(n)_41/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,11,41,11;11;11;11,8,58943416578893000,58943416578893000,2376598556460965760000,60314652949611681,1/40,n^(3)*(n)_41/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s4,11,40,11;11;11;11,0,1,1,1,29814027122050041,1/39,n^(4)*(n)_40/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,11,40,11;11;11;11,1,-560,560,-560,29814027122050041,1/39,n^(4)*(n)_40/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,11,40,11;11;11;11,2,147300,147300,294600,29814027122050041,1/39,n^(4)*(n)_40/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,11,40,11;11;11;11,3,-24148100,24148100,-144888600,29814027122050041,1/39,n^(4)*(n)_40/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,11,40,11;11;11;11,4,2759761000,2759761000,66234264000,29814027122050041,1/39,n^(4)*(n)_40/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,11,40,11;11;11;11,5,-232882339980,232882339980,-27945880797600,29814027122050041,1/39,n^(4)*(n)_40/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,11,40,11;11;11;11,6,14982351728800,14982351728800,10787293244736000,29814027122050041,1/39,n^(4)*(n)_40/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,11,40,11;11;11;11,7,-747297627563300,747297627563300,-3766380042919032000,29814027122050041,1/39,n^(4)*(n)_40/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,11,40,11;11;11;11,8,29051511476361000,29051511476361000,1171356942726875520000,29814027122050041,1/39,n^(4)*(n)_40/((n)_11*(n)_11*(n)_11*(n)_11),four-label fourth-moment toy profile with fixed deficit s=4
single_label_cycle_profile,12,12,12,0,1,1,1,1,,n^(0)*(n)_12/((n)_12),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,12,12,12,1,0,0,0,1,,n^(0)*(n)_12/((n)_12),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,12,12,12,2,0,0,0,1,,n^(0)*(n)_12/((n)_12),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,12,12,12,3,0,0,0,1,,n^(0)*(n)_12/((n)_12),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,12,12,12,4,0,0,0,1,,n^(0)*(n)_12/((n)_12),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,12,12,12,5,0,0,0,1,,n^(0)*(n)_12/((n)_12),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,12,12,12,6,0,0,0,1,,n^(0)*(n)_12/((n)_12),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,12,12,12,7,0,0,0,1,,n^(0)*(n)_12/((n)_12),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,12,12,12,8,0,0,0,1,,n^(0)*(n)_12/((n)_12),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_path_profile,12,13,12,0,1,1,1,13,1/12,n^(-1)*(n)_13/((n)_12),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,12,13,12,1,-12,12,-12,13,1/12,n^(-1)*(n)_13/((n)_12),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,12,13,12,2,0,0,0,13,1/12,n^(-1)*(n)_13/((n)_12),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,12,13,12,3,0,0,0,13,1/12,n^(-1)*(n)_13/((n)_12),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,12,13,12,4,0,0,0,13,1/12,n^(-1)*(n)_13/((n)_12),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,12,13,12,5,0,0,0,13,1/12,n^(-1)*(n)_13/((n)_12),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,12,13,12,6,0,0,0,13,1/12,n^(-1)*(n)_13/((n)_12),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,12,13,12,7,0,0,0,13,1/12,n^(-1)*(n)_13/((n)_12),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,12,13,12,8,0,0,0,13,1/12,n^(-1)*(n)_13/((n)_12),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
rank2_balanced_profile,12,23,12;12,0,1,1,1,4125216943,1/22,n^(1)*(n)_23/((n)_12*(n)_12),two length-L labels sharing one vertex
rank2_balanced_profile,12,23,12;12,1,-121,121,-121,4125216943,1/22,n^(1)*(n)_23/((n)_12*(n)_12),two length-L labels sharing one vertex
rank2_balanced_profile,12,23,12;12,2,5929,5929,11858,4125216943,1/22,n^(1)*(n)_23/((n)_12*(n)_12),two length-L labels sharing one vertex
rank2_balanced_profile,12,23,12;12,3,-145321,145321,-871926,4125216943,1/22,n^(1)*(n)_23/((n)_12*(n)_12),two length-L labels sharing one vertex
rank2_balanced_profile,12,23,12;12,4,1675729,1675729,40217496,4125216943,1/22,n^(1)*(n)_23/((n)_12*(n)_12),two length-L labels sharing one vertex
rank2_balanced_profile,12,23,12;12,5,-3470401,3470401,-416448120,4125216943,1/22,n^(1)*(n)_23/((n)_12*(n)_12),two length-L labels sharing one vertex
rank2_balanced_profile,12,23,12;12,6,-75149591,75149591,-54107705520,4125216943,1/22,n^(1)*(n)_23/((n)_12*(n)_12),two length-L labels sharing one vertex
rank2_balanced_profile,12,23,12;12,7,-41469241,41469241,-209004974640,4125216943,1/22,n^(1)*(n)_23/((n)_12*(n)_12),two length-L labels sharing one vertex
rank2_balanced_profile,12,23,12;12,8,4003300609,4003300609,161413080554880,4125216943,1/22,n^(1)*(n)_23/((n)_12*(n)_12),two length-L labels sharing one vertex
rank2_deficit_k2,12,22,12;12,0,1,1,1,1582423459,1/21,n^(2)*(n)_22/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,12,22,12;12,1,-99,99,-99,1582423459,1/21,n^(2)*(n)_22/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,12,22,12;12,2,3751,3751,7502,1582423459,1/21,n^(2)*(n)_22/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,12,22,12;12,3,-62799,62799,-376794,1582423459,1/21,n^(2)*(n)_22/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,12,22,12;12,4,294151,294151,7059624,1582423459,1/21,n^(2)*(n)_22/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,12,22,12;12,5,3000921,3000921,360110520,1582423459,1/21,n^(2)*(n)_22/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,12,22,12;12,6,-9129329,9129329,-6573116880,1582423459,1/21,n^(2)*(n)_22/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,12,22,12;12,7,-242314479,242314479,-1221264974160,1582423459,1/21,n^(2)*(n)_22/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k2,12,22,12;12,8,-1327617929,1327617929,-53529554897280,1582423459,1/21,n^(2)*(n)_22/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=2
rank2_deficit_k3,12,21,12;12,0,1,1,1,741725425,1/20,n^(3)*(n)_21/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,12,21,12;12,1,-78,78,-78,741725425,1/20,n^(3)*(n)_21/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,12,21,12;12,2,2113,2113,4226,741725425,1/20,n^(3)*(n)_21/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,12,21,12;12,3,-18426,18426,-110556,741725425,1/20,n^(3)*(n)_21/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,12,21,12;12,4,-92795,92795,-2227080,741725425,1/20,n^(3)*(n)_21/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,12,21,12;12,5,1052226,1052226,126267120,741725425,1/20,n^(3)*(n)_21/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,12,21,12;12,6,12967417,12967417,9336540240,741725425,1/20,n^(3)*(n)_21/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,12,21,12;12,7,30001278,30001278,151206441120,741725425,1/20,n^(3)*(n)_21/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=3
rank2_deficit_k3,12,21,12;12,8,-697591091,697591091,-28126872789120,741725425,1/20,n^(3)*(n)_21/((n)_12*(n)_12),two length-L labels with fixed vertex deficit k=3
rank4_delocalization_toy_s3,12,45,12;12;12;12,0,1,1,1,344997803445502373,1/44,n^(3)*(n)_45/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,12,45,12;12;12;12,1,-726,726,-726,344997803445502373,1/44,n^(3)*(n)_45/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,12,45,12;12;12;12,2,249865,249865,499730,344997803445502373,1/44,n^(3)*(n)_45/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,12,45,12;12;12;12,3,-54170490,54170490,-325022940,344997803445502373,1/44,n^(3)*(n)_45/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,12,45,12;12;12;12,4,8289786109,8289786109,198954866616,344997803445502373,1/44,n^(3)*(n)_45/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,12,45,12;12;12;12,5,-950731697718,950731697718,-114087803726160,344997803445502373,1/44,n^(3)*(n)_45/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,12,45,12;12;12;12,6,84649864880449,84649864880449,60947902713923280,344997803445502373,1/44,n^(3)*(n)_45/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,12,45,12;12;12;12,7,-5977896583899570,5977896583899570,-30128598782853832800,344997803445502373,1/44,n^(3)*(n)_45/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s3,12,45,12;12;12;12,8,338934297920817445,338934297920817445,13665830892167359382400,344997803445502373,1/44,n^(3)*(n)_45/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=3
rank4_delocalization_toy_s4,12,44,12;12;12;12,0,1,1,1,186144825540176581,1/43,n^(4)*(n)_44/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,12,44,12;12;12;12,1,-682,682,-682,186144825540176581,1/43,n^(4)*(n)_44/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,12,44,12;12;12;12,2,219857,219857,439714,186144825540176581,1/43,n^(4)*(n)_44/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,12,44,12;12;12;12,3,-44496782,44496782,-266980692,186144825540176581,1/43,n^(4)*(n)_44/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,12,44,12;12;12;12,4,6331927701,6331927701,151966264824,186144825540176581,1/43,n^(4)*(n)_44/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,12,44,12;12;12;12,5,-672126878874,672126878874,-80655225464880,186144825540176581,1/43,n^(4)*(n)_44/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,12,44,12;12;12;12,6,55076282209993,55076282209993,39654923191194960,186144825540176581,1/43,n^(4)*(n)_44/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,12,44,12;12;12;12,7,-3554540166659878,3554540166659878,-17914882439965785120,186144825540176581,1/43,n^(4)*(n)_44/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=4
rank4_delocalization_toy_s4,12,44,12;12;12;12,8,182534530587782813,182534530587782813,7359792273299403020160,186144825540176581,1/43,n^(4)*(n)_44/((n)_12*(n)_12*(n)_12*(n)_12),four-label fourth-moment toy profile with fixed deficit s=4
single_label_cycle_profile,13,13,13,0,1,1,1,1,,n^(0)*(n)_13/((n)_13),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,13,13,13,1,0,0,0,1,,n^(0)*(n)_13/((n)_13),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,13,13,13,2,0,0,0,1,,n^(0)*(n)_13/((n)_13),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,13,13,13,3,0,0,0,1,,n^(0)*(n)_13/((n)_13),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,13,13,13,4,0,0,0,1,,n^(0)*(n)_13/((n)_13),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,13,13,13,5,0,0,0,1,,n^(0)*(n)_13/((n)_13),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,13,13,13,6,0,0,0,1,,n^(0)*(n)_13/((n)_13),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,13,13,13,7,0,0,0,1,,n^(0)*(n)_13/((n)_13),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_cycle_profile,13,13,13,8,0,0,0,1,,n^(0)*(n)_13/((n)_13),V=L and one label with L constraints; normalized expectation is exactly 1
single_label_path_profile,13,14,13,0,1,1,1,14,1/13,n^(-1)*(n)_14/((n)_13),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
single_label_path_profile,13,14,13,1,-13,13,-13,14,1/13,n^(-1)*(n)_14/((n)_13),V=L+1 and one label with L constraints; normalized expectation is exactly 1-L x
