node_id	node_type	raw_label	canonical_taxon	attributes_json	source_id	source_provenance_json	allowed_evidence_scope	caveats_json
wild_ancestor:CWR_pool_for_Dioscorea_rotundata	wild_ancestor	CWR pool for Dioscorea rotundata	Dioscorea rotundata	"{""context_crop"": ""Dioscorea rotundata"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Colocasia_esculenta	wild_ancestor	CWR pool for Colocasia esculenta	Colocasia esculenta	"{""context_crop"": ""Colocasia esculenta"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Xanthosoma_sagittifolium	wild_ancestor	CWR pool for Xanthosoma sagittifolium	Xanthosoma sagittifolium	"{""context_crop"": ""Xanthosoma sagittifolium"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Musa_acuminata	wild_ancestor	CWR pool for Musa acuminata	Musa acuminata	"{""context_crop"": ""Musa acuminata"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Musa_balbisiana	wild_ancestor	CWR pool for Musa balbisiana	Musa balbisiana	"{""context_crop"": ""Musa balbisiana"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Saccharum_officinarum	wild_ancestor	CWR pool for Saccharum officinarum	Saccharum officinarum	"{""context_crop"": ""Saccharum officinarum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Vitis_vinifera	wild_ancestor	CWR pool for Vitis vinifera	Vitis vinifera	"{""context_crop"": ""Vitis vinifera"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Malus_domestica	wild_ancestor	CWR pool for Malus domestica	Malus domestica	"{""context_crop"": ""Malus domestica"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Pyrus_communis	wild_ancestor	CWR pool for Pyrus communis	Pyrus communis	"{""context_crop"": ""Pyrus communis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_persica	wild_ancestor	CWR pool for Prunus persica	Prunus persica	"{""context_crop"": ""Prunus persica"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_armeniaca	wild_ancestor	CWR pool for Prunus armeniaca	Prunus armeniaca	"{""context_crop"": ""Prunus armeniaca"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_domestica	wild_ancestor	CWR pool for Prunus domestica	Prunus domestica	"{""context_crop"": ""Prunus domestica"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_avium	wild_ancestor	CWR pool for Prunus avium	Prunus avium	"{""context_crop"": ""Prunus avium"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_cerasus	wild_ancestor	CWR pool for Prunus cerasus	Prunus cerasus	"{""context_crop"": ""Prunus cerasus"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Prunus_dulcis	wild_ancestor	CWR pool for Prunus dulcis	Prunus dulcis	"{""context_crop"": ""Prunus dulcis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Fragaria_x_ananassa	wild_ancestor	CWR pool for Fragaria x ananassa	Fragaria x ananassa	"{""context_crop"": ""Fragaria x ananassa"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Ribes_nigrum	wild_ancestor	CWR pool for Ribes nigrum	Ribes nigrum	"{""context_crop"": ""Ribes nigrum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Ribes_rubrum	wild_ancestor	CWR pool for Ribes rubrum	Ribes rubrum	"{""context_crop"": ""Ribes rubrum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Vaccinium_corymbosum	wild_ancestor	CWR pool for Vaccinium corymbosum	Vaccinium corymbosum	"{""context_crop"": ""Vaccinium corymbosum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Vaccinium_macrocarpon	wild_ancestor	CWR pool for Vaccinium macrocarpon	Vaccinium macrocarpon	"{""context_crop"": ""Vaccinium macrocarpon"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Citrus_x_sinensis	wild_ancestor	CWR pool for Citrus x sinensis	Citrus x sinensis	"{""context_crop"": ""Citrus x sinensis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Citrus_x_limon	wild_ancestor	CWR pool for Citrus x limon	Citrus x limon	"{""context_crop"": ""Citrus x limon"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Citrus_reticulata	wild_ancestor	CWR pool for Citrus reticulata	Citrus reticulata	"{""context_crop"": ""Citrus reticulata"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Citrus_maxima	wild_ancestor	CWR pool for Citrus maxima	Citrus maxima	"{""context_crop"": ""Citrus maxima"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Citrus_medica	wild_ancestor	CWR pool for Citrus medica	Citrus medica	"{""context_crop"": ""Citrus medica"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Olea_europaea	wild_ancestor	CWR pool for Olea europaea	Olea europaea	"{""context_crop"": ""Olea europaea"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Coffea_arabica	wild_ancestor	CWR pool for Coffea arabica	Coffea arabica	"{""context_crop"": ""Coffea arabica"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Coffea_canephora	wild_ancestor	CWR pool for Coffea canephora	Coffea canephora	"{""context_crop"": ""Coffea canephora"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Theobroma_cacao	wild_ancestor	CWR pool for Theobroma cacao	Theobroma cacao	"{""context_crop"": ""Theobroma cacao"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Camellia_sinensis	wild_ancestor	CWR pool for Camellia sinensis	Camellia sinensis	"{""context_crop"": ""Camellia sinensis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
