node_id	node_type	label	support_role	source_group	source_file	source_id	access_date	license	confidence	source_reliability	geographic_scope	uncertainty_class	temporal_annotation_json	raw_attrs_json	raw_caveats_json
extinct_fauna:LQE:Glossotherium_robustum	extinct_fauna	Glossotherium robustum (Glossotherium)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Glossotherium_robustum	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	South America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 12.0, ""last_appearance_kyr_min"": 9.0, ""primary_citation_code"": ""Bargo2006"", ""primary_citation_doi"": ""https://doi.org/10.1016/j.quaint.2005.10.013""}"	"{""binomial"": ""Glossotherium robustum"", ""body_mass_kg_approx"": 1200, ""common_name"": ""Glossotherium"", ""continent_or_region"": ""South America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""South America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Megatherium_tarijense	extinct_fauna	Megatherium tarijense (Tarija megatherium)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Megatherium_tarijense	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	South America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 12.5, ""last_appearance_kyr_min"": 10.0, ""primary_citation_code"": ""Vizcaino2006"", ""primary_citation_doi"": ""https://doi.org/10.1016/j.quascirev.2006.02.014""}"	"{""binomial"": ""Megatherium tarijense"", ""body_mass_kg_approx"": 3000, ""common_name"": ""Tarija megatherium"", ""continent_or_region"": ""South America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""South America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Catonyx_tarijensis	extinct_fauna	Catonyx tarijensis (Catonyx sloth)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Catonyx_tarijensis	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	South America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 12.0, ""last_appearance_kyr_min"": 10.0, ""primary_citation_code"": ""Bargo2006"", ""primary_citation_doi"": ""https://doi.org/10.1016/j.quaint.2005.10.013""}"	"{""binomial"": ""Catonyx tarijensis"", ""body_mass_kg_approx"": 1000, ""common_name"": ""Catonyx sloth"", ""continent_or_region"": ""South America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""South America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Pampatherium_humboldtii	extinct_fauna	Pampatherium humboldtii (Pampathere)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Pampatherium_humboldtii	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	South America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 12.0, ""last_appearance_kyr_min"": 9.0, ""primary_citation_code"": ""Scillato-Yan\u00e91995"", ""primary_citation_doi"": """"}"	"{""binomial"": ""Pampatherium humboldtii"", ""body_mass_kg_approx"": 200, ""common_name"": ""Pampathere"", ""continent_or_region"": ""South America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""South America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Holmesina_paulacoutoi	extinct_fauna	Holmesina paulacoutoi (Holmesina pampathere)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Holmesina_paulacoutoi	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	South America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 9.0, ""primary_citation_code"": ""Hubbe2013"", ""primary_citation_doi"": ""https://doi.org/10.1016/j.quaint.2013.04.005""}"	"{""binomial"": ""Holmesina paulacoutoi"", ""body_mass_kg_approx"": 250, ""common_name"": ""Holmesina pampathere"", ""continent_or_region"": ""South America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""South America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Coelodonta_antiquitatis	extinct_fauna	Coelodonta antiquitatis (Woolly rhinoceros)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Coelodonta_antiquitatis	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Eurasia	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 24.0, ""last_appearance_kyr_min"": 14.0, ""primary_citation_code"": ""Stuart2012"", ""primary_citation_doi"": ""https://doi.org/10.1016/j.quascirev.2012.06.007""}"	"{""binomial"": ""Coelodonta antiquitatis"", ""body_mass_kg_approx"": 2700, ""common_name"": ""Woolly rhinoceros"", ""continent_or_region"": ""Eurasia""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Eurasia"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Stephanorhinus_hemitoechus	extinct_fauna	Stephanorhinus hemitoechus (Narrow-nosed rhinoceros)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Stephanorhinus_hemitoechus	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Europe	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 60.0, ""last_appearance_kyr_min"": 30.0, ""primary_citation_code"": ""Stuart2012"", ""primary_citation_doi"": ""https://doi.org/10.1016/j.quascirev.2012.06.007""}"	"{""binomial"": ""Stephanorhinus hemitoechus"", ""body_mass_kg_approx"": 2000, ""common_name"": ""Narrow-nosed rhinoceros"", ""continent_or_region"": ""Europe""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Europe"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Stephanorhinus_kirchbergensis	extinct_fauna	Stephanorhinus kirchbergensis (Merck's rhinoceros)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Stephanorhinus_kirchbergensis	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Europe	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 100.0, ""last_appearance_kyr_min"": 50.0, ""primary_citation_code"": ""Stuart2012"", ""primary_citation_doi"": ""https://doi.org/10.1016/j.quascirev.2012.06.007""}"	"{""binomial"": ""Stephanorhinus kirchbergensis"", ""body_mass_kg_approx"": 2500, ""common_name"": ""Merck's rhinoceros"", ""continent_or_region"": ""Europe""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Europe"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Megaloceros_giganteus	extinct_fauna	Megaloceros giganteus (Irish elk)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Megaloceros_giganteus	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Eurasia	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 11.5, ""last_appearance_kyr_min"": 7.6, ""primary_citation_code"": ""Stuart2004"", ""primary_citation_doi"": ""https://doi.org/10.1038/nature02890""}"	"{""binomial"": ""Megaloceros giganteus"", ""body_mass_kg_approx"": 600, ""common_name"": ""Irish elk"", ""continent_or_region"": ""Eurasia""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Eurasia"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Bison_priscus	extinct_fauna	Bison priscus (Steppe bison)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Bison_priscus	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Eurasia/Beringia	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 12.0, ""last_appearance_kyr_min"": 7.0, ""primary_citation_code"": ""Shapiro2004"", ""primary_citation_doi"": ""https://doi.org/10.1126/science.1101074""}"	"{""binomial"": ""Bison priscus"", ""body_mass_kg_approx"": 1000, ""common_name"": ""Steppe bison"", ""continent_or_region"": ""Eurasia/Beringia""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Eurasia/Beringia"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Bos_primigenius	extinct_fauna	Bos primigenius (Aurochs)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Bos_primigenius	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Eurasia	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 1.0, ""last_appearance_kyr_min"": 0.4, ""primary_citation_code"": ""VanVuure2005"", ""primary_citation_doi"": """"}"	"{""binomial"": ""Bos primigenius"", ""body_mass_kg_approx"": 900, ""common_name"": ""Aurochs"", ""continent_or_region"": ""Eurasia""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Eurasia"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Crocuta_crocuta_spelaea	extinct_fauna	Crocuta crocuta_spelaea (Cave hyena)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Crocuta_crocuta_spelaea	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Eurasia	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 27.0, ""last_appearance_kyr_min"": 12.0, ""primary_citation_code"": ""Sheng2014"", ""primary_citation_doi"": ""https://doi.org/10.1038/srep07032""}"	"{""binomial"": ""Crocuta crocuta_spelaea"", ""body_mass_kg_approx"": 80, ""common_name"": ""Cave hyena"", ""continent_or_region"": ""Eurasia""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Eurasia"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Panthera_leo_spelaea	extinct_fauna	Panthera leo_spelaea (Cave lion)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Panthera_leo_spelaea	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Eurasia/Beringia	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 14.0, ""last_appearance_kyr_min"": 12.0, ""primary_citation_code"": ""Stuart2011"", ""primary_citation_doi"": ""https://doi.org/10.1016/j.quascirev.2010.08.023""}"	"{""binomial"": ""Panthera leo_spelaea"", ""body_mass_kg_approx"": 250, ""common_name"": ""Cave lion"", ""continent_or_region"": ""Eurasia/Beringia""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Eurasia/Beringia"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Panthera_leo_atrox	extinct_fauna	Panthera leo_atrox (Beringian/American lion)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Panthera_leo_atrox	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Beringia/NA	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 14.0, ""last_appearance_kyr_min"": 11.0, ""primary_citation_code"": ""Barnett2009"", ""primary_citation_doi"": ""https://doi.org/10.1111/j.1365-294X.2009.04134.x""}"	"{""binomial"": ""Panthera leo_atrox"", ""body_mass_kg_approx"": 350, ""common_name"": ""Beringian/American lion"", ""continent_or_region"": ""Beringia/NA""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Beringia/NA"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Ursus_spelaeus	extinct_fauna	Ursus spelaeus (Cave bear)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Ursus_spelaeus	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Europe	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 30.0, ""last_appearance_kyr_min"": 24.0, ""primary_citation_code"": ""Stiller2014"", ""primary_citation_doi"": ""https://doi.org/10.1038/srep06286""}"	"{""binomial"": ""Ursus spelaeus"", ""body_mass_kg_approx"": 500, ""common_name"": ""Cave bear"", ""continent_or_region"": ""Europe""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Europe"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Panthera_gombaszoegensis	extinct_fauna	Panthera gombaszoegensis (European jaguar)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Panthera_gombaszoegensis	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Europe	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 1500.0, ""last_appearance_kyr_min"": 350.0, ""primary_citation_code"": ""Hemmer2010"", ""primary_citation_doi"": """"}"	"{""binomial"": ""Panthera gombaszoegensis"", ""body_mass_kg_approx"": 90, ""common_name"": ""European jaguar"", ""continent_or_region"": ""Europe""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Europe"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Homotherium_latidens	extinct_fauna	Homotherium latidens (European scimitar cat)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Homotherium_latidens	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Europe	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 300.0, ""last_appearance_kyr_min"": 28.0, ""primary_citation_code"": ""Reumer2003"", ""primary_citation_doi"": """"}"	"{""binomial"": ""Homotherium latidens"", ""body_mass_kg_approx"": 200, ""common_name"": ""European scimitar cat"", ""continent_or_region"": ""Europe""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Europe"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Palaeoloxodon_antiquus	extinct_fauna	Palaeoloxodon antiquus (Straight-tusked elephant)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Palaeoloxodon_antiquus	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Europe/Asia	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 120.0, ""last_appearance_kyr_min"": 30.0, ""primary_citation_code"": ""Lister2012"", ""primary_citation_doi"": ""https://doi.org/10.1016/j.quascirev.2011.11.012""}"	"{""binomial"": ""Palaeoloxodon antiquus"", ""body_mass_kg_approx"": 13000, ""common_name"": ""Straight-tusked elephant"", ""continent_or_region"": ""Europe/Asia""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Europe/Asia"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Palaeoloxodon_namadicus	extinct_fauna	Palaeoloxodon namadicus (Asian straight-tusked elephant)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Palaeoloxodon_namadicus	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	South Asia	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 200.0, ""last_appearance_kyr_min"": 24.0, ""primary_citation_code"": ""Larramendi2016"", ""primary_citation_doi"": ""https://doi.org/10.4202/app.00136.2014""}"	"{""binomial"": ""Palaeoloxodon namadicus"", ""body_mass_kg_approx"": 22000, ""common_name"": ""Asian straight-tusked elephant"", ""continent_or_region"": ""South Asia""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""South Asia"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Palaeoloxodon_falconeri	extinct_fauna	Palaeoloxodon falconeri (Sicilian dwarf elephant)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Palaeoloxodon_falconeri	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Sicily	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 500.0, ""last_appearance_kyr_min"": 200.0, ""primary_citation_code"": ""Larramendi2016"", ""primary_citation_doi"": ""https://doi.org/10.4202/app.00136.2014""}"	"{""binomial"": ""Palaeoloxodon falconeri"", ""body_mass_kg_approx"": 200, ""common_name"": ""Sicilian dwarf elephant"", ""continent_or_region"": ""Sicily""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Sicily"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Palaeoloxodon_cypriotes	extinct_fauna	Palaeoloxodon cypriotes (Cypriot dwarf elephant)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Palaeoloxodon_cypriotes	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Cyprus	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 11.0, ""primary_citation_code"": ""Simmons1991"", ""primary_citation_doi"": """"}"	"{""binomial"": ""Palaeoloxodon cypriotes"", ""body_mass_kg_approx"": 200, ""common_name"": ""Cypriot dwarf elephant"", ""continent_or_region"": ""Cyprus""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Cyprus"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Mammuthus_trogontherii	extinct_fauna	Mammuthus trogontherii (Steppe mammoth)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Mammuthus_trogontherii	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Eurasia	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 700.0, ""last_appearance_kyr_min"": 200.0, ""primary_citation_code"": ""Lister2010"", ""primary_citation_doi"": ""https://doi.org/10.1016/j.quaint.2010.01.016""}"	"{""binomial"": ""Mammuthus trogontherii"", ""body_mass_kg_approx"": 14000, ""common_name"": ""Steppe mammoth"", ""continent_or_region"": ""Eurasia""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Eurasia"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Elasmotherium_sibiricum	extinct_fauna	Elasmotherium sibiricum (Giant unicorn rhinoceros)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Elasmotherium_sibiricum	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Eurasia steppe	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 39.0, ""last_appearance_kyr_min"": 36.0, ""primary_citation_code"": ""Kosintsev2019"", ""primary_citation_doi"": ""https://doi.org/10.1038/s41559-018-0722-0""}"	"{""binomial"": ""Elasmotherium sibiricum"", ""body_mass_kg_approx"": 3500, ""common_name"": ""Giant unicorn rhinoceros"", ""continent_or_region"": ""Eurasia steppe""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Eurasia steppe"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Megalotragus_priscus	extinct_fauna	Megalotragus priscus (Giant wildebeest)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Megalotragus_priscus	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Africa (southern)	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 12.0, ""last_appearance_kyr_min"": 11.0, ""primary_citation_code"": ""Klein1980"", ""primary_citation_doi"": """"}"	"{""binomial"": ""Megalotragus priscus"", ""body_mass_kg_approx"": 600, ""common_name"": ""Giant wildebeest"", ""continent_or_region"": ""Africa (southern)""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Africa (southern)"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Diprotodon_optatum	extinct_fauna	Diprotodon optatum (Diprotodon)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Diprotodon_optatum	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Australia	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 50.0, ""last_appearance_kyr_min"": 40.0, ""primary_citation_code"": ""Roberts2001"", ""primary_citation_doi"": ""https://doi.org/10.1126/science.1060264""}"	"{""binomial"": ""Diprotodon optatum"", ""body_mass_kg_approx"": 2800, ""common_name"": ""Diprotodon"", ""continent_or_region"": ""Australia""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Australia"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Zygomaturus_trilobus	extinct_fauna	Zygomaturus trilobus (Zygomaturus)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Zygomaturus_trilobus	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	Australia	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 50.0, ""last_appearance_kyr_min"": 40.0, ""primary_citation_code"": ""Roberts2001"", ""primary_citation_doi"": ""https://doi.org/10.1126/science.1060264""}"	"{""binomial"": ""Zygomaturus trilobus"", ""body_mass_kg_approx"": 500, ""common_name"": ""Zygomaturus"", ""continent_or_region"": ""Australia""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""Australia"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
